MedCode,MedDescription,MedFamily
3305154,D. UNIT. SINCRONIUM (100MG/40MG/10MG) CAP,No encontrado
3305155,DARDAREN 1MG C/30,Sistema nervioso
3305157,BANTUAN 37.5MG/325MG FCO C/20 TAB CLORHIDRATO TRAMADOL/PARAC,Sistema nervioso
3305158,D. UNIT. PEPSANE 3G/4MG GEL ORAL,No encontrado
3305159,"ALMETEC TRI 40MG/5MG/12.5MG (OLMESARTAN,AMLODIPINO,HIDROCLOR",Sistema cardiovascular
3305162,BUSCAPINA DUO (HIOSCINA/PARACETAMOL) 10 MG/500 MG TAB C/20,No encontrado
3305163,HUMALOG MIX 50 KWIIK PEN 100UI JPRELL CAJ C/1X3 ML,Tracto alimentario y metabolismo
3305164,CENTRUM SILVER C/60 TABLETAS,Tracto alimentario y metabolismo
3305165,INNOVAIR NEXTHALER 100/6 UMG POLVO C/120 DOSIS BECLOMETASONA,Sistema respiratorio
3305167,FRESEKABI D FRESA 236ML FORMULA ENTERAL,Sangre y órganos hematopoyéticos
3305169,D. UNIT. FLUXEDAN 6MG/12MG COMP,No encontrado
3305171,ARFLA 550MG (RIFAXIMINA) C/15 TABLETAS,Tracto alimentario y metabolismo
3305172,"TRIPLIXAM 5MG/1.25MG/5MG PERONDOPRIL ARGININA,INDAPAMINA",Sistema cardiovascular
3305173,BRISTAFLAM 100MG C/10 COMPRIMIDOS (ACECLOFENACO),Sistema musculoesquelético
3305174,HALDOL 2MG 30ML GOTAS HALOPERIDOL,Sistema nervioso
3305175,FLUANXOL DEPOT 20MG/1ML IM (FLUPENTIXOL),Sistema nervioso
3305178,ELATEC 1000MG C/30 TAB DIOSMINA/HESPERIDINA PURIFICADA MICRO,Sistema cardiovascular
3305179,D. UNIT FOLIVITAL 0.4MG TAB (ACIDO FOLICO),No encontrado
3305180,D.UNIT. FOLIVITAL 4MG TAB (ACIDO FOLICO),Falla en Google
3305181,INHEPAR 1000 UI/ML (HEPARINA),Sangre y órganos hematopoyéticos
3305182,D. UNIT. STALEVO 100/25/200MG TAB,No encontrado
3305183,HEP-TEC (HEPARINA DE SODIO) 10000IU /10ML FCO,Sangre y órganos hematopoyéticos
3305185,NATRIXAM 1.5/10 MG COM C/30,Sistema cardiovascular
3305186,NYTOL 50MG C/8 TAB,Sistema respiratorio
3305187,ZALDIAR 325/37.5 MG C/50 TAB (PARACETAMOL/TRAMADOL),No encontrado
3305188,D. UNIT JANUMET XR 100MG/ 1000MG TAB,No encontrado
3305189,"D. UNIT TRIPLIXAM 5MG/1.25MG/5MG PERONDOPRIL ARGININA,INDAPA",No encontrado
3305190,PRIKUL 75MG C/14 CAPSULAS (PREGABALINA),Sistema nervioso
3305191,OCREVUS 300MG / 10ML 1 FAM 10ML,Antineoplásicos e inmunomoduladores
3305192,BACTRIM 40/200MG SUSP 100ML(SULFAMETOXAZOL Y TRIMETOPRIMA),Antiinfecciosos para uso sistémico
3305193,FLORATIL 200MG C/12 SOBRES (SACCHAROMYCES BOULARDII),Tracto alimentario y metabolismo
3305194,DENVAR 100MG /5ML CEFIXIMA 50ML,No encontrado
3305196,ALIREN 50MG/3MG/300MG 24CAP AMANTADINA CLORFENAMINA PARACET,Sistema respiratorio
3305198,FESTOMAR 10/10 MG CAP CAJ C/30,Sistema respiratorio
3305200,TRELEGY 30 DOSIS 100/62.5/25 MG CAJA PVO C/INHALADOR,No encontrado
3305201,LUMIGAN RC 0.1%MG GTS FCO C/3ML (BIMATOPROST),Órganos de los sentidos
3305203,DOLO NEUROBION C/30 TABLETAS,Tracto alimentario y metabolismo
3305206,DOZIMEV (DONEPEZILO) 10MG C/28 TABLETAS,Sistema nervioso
3305207,GELATEIN NARANJA 120ML,Varios
3305208,GELATEIN PONCHE 120ML,Varios
3305209,D. UNIT. PROCORALAN 7.5MG (IVABRADINA),No encontrado
3305210,INCRESINA DUO 12.5 MG/850MG,Tracto alimentario y metabolismo
3305212,NETEX SIFI 0.1/0.3% SOL 5ML,Órganos de los sentidos
3305213,CETOLAN III (ALFA CETOANALOGOS DE AMINOACIDOS) 3150 MG SOBRE,Varios
3305215,CETOLAN IV (ALFA CETOANALOGOS DE AMINOACIDOS) 2520 MG SOBRES,Varios
3305216,DOLO TANDAX 275/300MG (NAPROXENO/PARACETAMOL) 24TAB,Tracto alimentario y metabolismo
3305218,VALGION CTL 62.5MG/12.5/3ML C/ 3 AMPOLLETAS,Sistema nervioso
3305219,ABELCET (AMFOTERICINA)100MG 20ML INY,Antiinfecciosos para uso sistémico
3305224,D. UNIT. CITOX (CITALOPRAM) 20 MG TAB,No encontrado
3305225,CETOLAN (ALFA CETOANALOGOS DE AMINOACIDOS) 630 MG TAB C/100,Varios
3305227,OFOXEL 300/50ML FCO AMP C/EQUIPO,Antineoplásicos e inmunomoduladores
3305228,AMITIZA (LUBIPROSTONA) 8 MCG C/60 CAP,Tracto alimentario y metabolismo
3305230,FENILEFRINA 10MG 1 ML AMP.,Sistema cardiovascular
3305231,LOMETOPAN (MOMETASONA) 0.05% 50MCG SUSP 10ML 60 NEBUL,Sistema respiratorio
3305233,D. UNIT. SINUBERASE (BACILLUS CLAUSII) 5 ML AMP,No encontrado
3305234,EVASTEL 1 MG FRA C/60ML,Sistema respiratorio
3305235,CYRAMZA (RAMUCIRUMAB) 500/50ML CAJ C/1,Antineoplásicos e inmunomoduladores
3305236,TURAZIVE 80 MG TAB C/28,Sistema musculoesquelético
3305237,FLONORM 550MG C/14,Tracto alimentario y metabolismo
3305238,ALIREN JARABE 60ML (AMANTADINA CLORFENAMINA PARACETAMOL),Sistema respiratorio
3305239,BENSITRAK (CISATRACURIO) 10 MG/5 ML AMP,Sistema musculoesquelético
3305240,MITZORATTA 20MG C/28,Sistema cardiovascular
3305241,TELARTEQ 40 MG TAB C/30 (TELMISARTAN),Sistema cardiovascular
3305242,D. UNIT. EUTIROX (LEVOTIROXINA) 112 MICROGRAMOS TAB,No encontrado
3305244,CRESTOR 5MG C/30 TABLETAS,No encontrado
3305245,DUOSIGHT GEL 30G CLINDAMICINA/PERIOXIDO DE BENZOILO 1/5%,Dermatológicos
3305250,DORIXINA FLAM (CLONIXINATO DICLOFENA) 250/50 C/14 TABLETAS,Sistema musculoesquelético
3305251,KITOSCELL LP 600 MG C/90,Antineoplásicos e inmunomoduladores
3305253,ELECTROLIT ADULTO 1000 ML (ELECTROLITOS ORALES),Tracto alimentario y metabolismo
3305254,EXFORGE 5/320 MG COM CAJ C/ 28,Sistema cardiovascular
3305255,PREDIAL 500 MG 1 SOL C/150 ML,Tracto alimentario y metabolismo
3305256,HIPOGLOS PAC CREMA TUBO 110G,Dermatológicos
3305258,D. UNIT. GRANEODIN B (BENZOCAINA) 10 MG PASTILLA,No encontrado
3305259,OLIMEL TRICAMARA N7 BOL C/1LITRO NUTRION PARENTERAL,Sangre y órganos hematopoyéticos
3305260,ZISUAL-C TUBO DE 30 GR 50MG/2.5MG/180MG/35MG,Sistema cardiovascular
3305261,MELOX NOCHE SUSP 360ML,Tracto alimentario y metabolismo
3305262,DARZALEX (DARATUMUMAB) 400 MG / 20 ML,Antineoplásicos e inmunomoduladores
3305264,VONTROL LP (DIFENIDOL) 100 MG C/ 10 TABLETAS,Falla en Google
3305265,VYTORIN 10/10MG (EZETIMIBA/SIMVASTATINA) C/28,No encontrado
3305267,OLICLINOMEL TRICAMARA 6N 2 LT NUTRICION PARENTERAL,Falla en Google
3305269,KALLION XR (OXCARBAZEPINA)600MG TAB. CAJ C/30,Sistema nervioso
3305270,DORIXINA-FLAM 250/50 MG TAB CAJ C/14,Sistema nervioso
3305275,EVEREST MASTICABLE (MONTELUKAST) 5 MG 30 TABLETAS,Sistema respiratorio
3305276,ASOFLON DUO (DUTASTERIDA/ TAMSULOSINA) .5MG/ 0.40 MG C/30 CA,Sistema genitourinario y hormonas sexuales
3305278,RYZODEG FLEXTOUCH 70/30U ML PLP CAJ C/1,Tracto alimentario y metabolismo
3305282,DOSCOXEL 90 MG TAB C/28,Falla en Google
3305283,DI ARAHKOR 60/12.5 MG TAB CAJA C-20,Falla en Google
3305284,DESCORCHE DE MEDICAMENTO,Tracto alimentario y metabolismo
3305287,LIBERTRIM LP 300 MG C/30 COMP,Tracto alimentario y metabolismo
3305288,GLUTAMINA PLUS NARANJA 22.4G POLVO ORAL,No encontrado
3305289,XTANDI 40MG,Antineoplásicos e inmunomoduladores
3305290,PENTASA 1GR SUPOSITORIOS CAJA C/14,Tracto alimentario y metabolismo
3305291,D. UNIT. PENTASA 1GR SUPOSITORIOS LIB. PROL.,No encontrado
3305295,D. UNIT. CIALIS (TADALAFIL) 5 MG TAB,No encontrado
3305296,PERIPLUM 1% SOL FCO 50 ML,Dermatológicos
3305297,D. UNIT. LACTEOL FORT 170MG; 5000 MILLONES CAP,No encontrado
3305298,EPORATIO 20.000 UI/ 1 .0ML 1 JGP C/1 ML,Sangre y órganos hematopoyéticos
3305302,ADEMPAS 1MG COMPRIMIDOS,Sistema cardiovascular
3305306,D. UNIT. JARDIANZ DPP 25MG/5MG,No encontrado
3305310,GRANUDOXY (DOXICICLINA) 100 MG C/15 TABLETAS,Antiinfecciosos para uso sistémico
3305315,AVALA (CIMICIFUGA RACEMOSA) 6.5 MG C/30 CAPSULAS,Sistema genitourinario y hormonas sexuales
3305316,CORTIMENT MMX ( BUDESONIDA) 9MG TAB LP C/30TAB,Tracto alimentario y metabolismo
3305318,D. UNIT. DOSTEIN (ERDOSTEINA) 300 MG CAP,No encontrado
3305321,VELIAN (DEXKETOPROFENO) 50 MG / 2 ML IM IV AMPOLLETA,Sistema musculoesquelético
3305322,TEMERIT KOX C/14 TAB.,Sistema cardiovascular
3305323,VITAFUSIN INY 5 ML MULTIVITAMINICO,Sangre y órganos hematopoyéticos
3305325,NULYTELY BIS (BISACODILO/MACROGOL) 5MG/105G TABLETA/POLVO C.,Tracto alimentario y metabolismo
3305329,D. UNIT. NUVIGIL 150MG TABLETA,No encontrado
3305330,D. UNIT. CRONOCAPS 5MG CAPSULA,No encontrado
3305331,D. UNIT. KARET 50MCG COMP,No encontrado
3305333,OPDIVO (NIVOLUMAB) 40MG/4 ML C/1,Antineoplásicos e inmunomoduladores
3305336,BI1 PROTEIN BOTE DE 400GS,No encontrado
3305338,DRUSEN MEGA CAPS CAJA C/30 (SUPLEMENTO ALIMENTICIO),Falla en Google
3305341,PRALUENTE (ALIROCUMAB) 150MG/ML C/1 PLUMA PRECARGADA INY,Sistema cardiovascular
3400000,ANTIFLUDES PEDIATRICO 2.5 G/0.1 G/15 G/100 ML GOTAS 30 ML,Sistema respiratorio
3400035,RISPERDAL 1MG C/20 TAB(RISPERIDONA),No encontrado
3400139,LEFEBRE 0.4 MG/ML 1ML (NALOXONA),Varios
3400141,RENEGY 500MG/10ML AMP IV (CARBOXIMALTOSA FERRICA),Sangre y órganos hematopoyéticos
3500014,FLIXOTIDE AER SUSP 50UG 0.83MG/10.2G 120 DOSIS(FLUTICASONA),Sistema respiratorio
3500019,NEOLAIKAN 500MG C/30 GRAGEAS VALERIANA,Sistema nervioso
3500024,FOSFOCIL G.U. 3G ADU GDO. SOBRES(FOSFOMICINA),Antiinfecciosos para uso sistémico
3500025,HISTIACIL NF C/10 CAPS DEXTROMETORFANO/AMBROXOL,Sistema respiratorio
3500031,PANCLASA 80/80MG C/20 CAPS (FLOROGLUCINOL/TRIMETILFLOROGL,Tracto alimentario y metabolismo
3500033,BEPANTHEN 5% POM 100GR DEXPANTENOL,Dermatológicos
3500050,LOCOID 1MG/1G CREMA 30G(HIDROCORTISONA),Dermatológicos
3500066,FACTIVE-5 320MG C/5 TABS GEMIFLOXACINO,Antiinfecciosos para uso sistémico
3500096,EZETROL 10MG C/10 CAPS EZETIMIBA,No encontrado
3500104,ENTOCORT ENEMA 2.3MG C/7 PZAS BUDESONIDA,Falla en Google
3500111,CICLOFERON (ACICLOVIR) 400 MG TAB C/35,Antiinfecciosos para uso sistémico
3500113,BROXOL AIR SOL 120ML FCO AMBROXOL/SALBUTAMOL,Sistema respiratorio
3500114,FOLIVITAL 4MG C/90 TAB (ACIDO FOLICO),Sangre y órganos hematopoyéticos
3500116,"MELOX NOCHE SUSP 180ML(ALGINATO,MAGNESIO,ALUMINIO)",Tracto alimentario y metabolismo
3500118,NOVEFAZOL SUSP 15G C/26 SOBRES,Varios
3500121,CARTIGEN (DIACEREINA) 50 MG CAP C/20,Sistema musculoesquelético
3500128,GABANTIN 300MG C/30 CAPS(GABAPENTINA),Sistema nervioso
3500146,BENADRYL 0.25G 120ML JARABE DIFENHIDRAMINA,Sistema respiratorio
3500162,FABROVEN 150MG C/30 CAPS ACIDO ASCSRBICO,No encontrado
3500170,FISOPRED SOLUCION PEDIATRICA 100ML(PREDNISOLONA),"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3500173,BAYCUTEN SIMPLE CREMA 30GR(CLOTRIMAZOL/DEXAMETASONA),Dermatológicos
3500185,PLIDAN 1G GOTAS 20MLPARGEVERINA,Tracto alimentario y metabolismo
3500187,BRONCHO VAXOM AD 7MG C/10 CAP LISADOS BACTERIANOS,Sistema respiratorio
3500193,DENVAR 400MG C/6 CAPS (CEFIXIMA ),No encontrado
3500196,MACROZIT 500MG C/3 TAB (AZITROMICINA),Antiinfecciosos para uso sistémico
3500223,METICEL OFT 10ML 2%(HIPROMELOSA),Sistema musculoesquelético
3500228,FITOESTIMULINA CREMA 30G(TRITICUM VULGARE)LOGISTICA VALEANT,Sistema genitourinario y hormonas sexuales
3500230,"BEROCCA EFERVECENTE C/10 CPR VITAMINAS, CALCIO Y MAGNESIO",Tracto alimentario y metabolismo
3500235,LAMICTAL 50MG DISPERS C/28 (LAMOTRIGINA),No encontrado
3500265,FACICAM 20MG C/20 CAP PIROXICAM,Sistema musculoesquelético
3500283,HEMOSIN K 25/5MG C/32 TAB(CARBAZOCROMO/VITAMINA K3),Sangre y órganos hematopoyéticos
3500292,NOVOTIRAL 20/100MCG C/50 TAB(LEVOTIROXINA SODICA/LIOTIRONINA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3500312,BINOTAL 500MG C/20 CAPS (AMPICILINA),Antiinfecciosos para uso sistémico
3500322,MYDOCALM A C/30 CAPS TOLPERISONA /PARACETAMOL,Sistema musculoesquelético
3500323,DEPAKENE 250MG C/30 CAPS(ACIDO/VALPROICO),Sistema nervioso
3500326,PLIDAN COMP 10/125MG C/20 GRAGEAS PARGEVERINA/ CLONIXINATO L,Tracto alimentario y metabolismo
3500340,CALCORT 30MG C/10 TAB,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3500341,ADVIL MAX 400MG C/10 CAP (IBUPROFENO),Sistema musculoesquelético
3500346,FLURINOL 20MG C/10 TAB EPINASTINA,Sistema respiratorio
3500377,NOOTROPIL 800MG C/30 TAB (PIRACETAM),No encontrado
3500383,MICROMYCIN 100MG C/10 TAB(MINOCICLINA),Antiinfecciosos para uso sistémico
3500386,AXOFIN 2G SUSP 120ML(DOXOFILINA),Sistema respiratorio
3500388,FUCICORT 20/1MG TUBO 15G(ACIDO FUSIDICO/BETAMETASONA),Dermatológicos
3500397,CLOISONE 250MG/25MG C/30 TABS(LEVODOPA/CARBIDOPA),Sistema nervioso
3500401,ORELOX 200MG C/10 CPR(CEFPODOXIMA),Antiinfecciosos para uso sistémico
3500412,VERMOX PLUS 300/150MG C/2 TAB MEBENDAZOL/QUINFAMIDA,"Antiparasitarios, insecticidas y repelentes"
3500423,HEPA MERZ 3G C/10 SOB.GRANULADO(L-ORNITINA/L-ASPARTATO),Tracto alimentario y metabolismo
3500435,NEOMIXEN 250MG C/10 TAB(NEOMICINA),Tracto alimentario y metabolismo
3500460,FLIXOTIDE AER SUSP 250UG 3.3MG/5.1G 60 DOSIS(FLUTICASONA),Sistema respiratorio
3500461,LOXONIN 60MG C/10 TAB(LOXOPROFENO),Sistema musculoesquelético
3500464,DRAMAMINE 50MG C/24 TAB(DIMENHIDRINATO),Sistema respiratorio
3500480,PEMIX GRANULADO 1MG C/30 SOB CINITAPRIDA,Tracto alimentario y metabolismo
3500485,FASIGYN 500MG C/8 TAB(TINIDAZOL),Antiinfecciosos para uso sistémico
3500493,FERRANINA FOL C/30 GRAG(HIERRO POLIMALTOSADO/ACIDO FOL,Sangre y órganos hematopoyéticos
3500494,FERRANINA 3.125G JARABE 100ML(HIERRO POLIMALTOSADO),Sangre y órganos hematopoyéticos
3500496,EXELON 9.5MG C/30 PARCHES(RIVASTIGMINA),Sistema nervioso
3500503,PLAQUENIL 200MG C/20 TAB HIDROXICLOROQUINA,"Antiparasitarios, insecticidas y repelentes"
3500509,INHIBITRON F 40MG C/7 CAPS(OMEPRAZOL ),Tracto alimentario y metabolismo
3500512,FLUXEDAN 5/125MG 225ML JARABE BROMHEXINA/OXELADINA,Sistema respiratorio
3500514,AZILECT 1MG C/10 TAB(RASAGILINA MESILATO),Sistema nervioso
3500520,FOSFOCIL 500MG C/6 CAPS FOSFOMICINA,Antiinfecciosos para uso sistémico
3500528,ANTIFLUDES JR 60ML SOL (AMANTADINA/CLORFENAMINAPARACETAMOL),Sistema respiratorio
3500536,LOMEXIN 1G C/2 OVULOS(FENTICONAZOL),Dermatológicos
3500537,EVASTEL Z 20MG C/30 OBLEAS(EBASTINA),Sistema respiratorio
3500542,EUTEBROL 10MG C/30 CPR MEMENTINA,Sistema nervioso
3500544,AMINOEFEDRISON NF 150ML JARABE(TEOFILINA/AMBROXOL),Sistema respiratorio
3500549,GOTINAL AD PUMP 1MG SPRAY 15ML(NAFAZOLINA),Sistema respiratorio
3500551,CITRACAL 950MG C/60 TAB CITRATODE CALCIO,Tracto alimentario y metabolismo
3500557,LOMEXIN 2% 30G CREMA DERMICA FENTICONAZOL,Dermatológicos
3500558,FERRANINA COMPLEX C/30 GRAG(HIERRO POLIMALTOSADO/VITAMINAS,Sangre y órganos hematopoyéticos
3500559,HEMOSIN K 100/30MG JARABE 200ML(CARBAZOCROMO/VITAMINA K3),Sangre y órganos hematopoyéticos
3500560,INDOXYL 5/1G GEL 30G CLINDAMICINA / BENZOILO,Dermatológicos
3500561,BROXOL PLUS (AMBROXOL/CLENBUTEROL) 150 MG/100 MG SOL 120 ML,Sistema respiratorio
3500571,DICETEL 100MG C/14 TAB(BROMURO DE PINAVERIO),Tracto alimentario y metabolismo
3500575,GLUCOVANCE 500MG/2.5 C/60 TAB METFORMINA Y GLIBENCLAMIDA,Tracto alimentario y metabolismo
3500592,BENZAC AC 2.5% GEL 60G PEOXIDO DE BENZOILO,Dermatológicos
3500609,ADEROGYL C GOTAS 10ML ERGOCALCIFEROL,Tracto alimentario y metabolismo
3500647,FOSFOCIL 500MG C/12 CAPS FOSFOMICINA,Antiinfecciosos para uso sistémico
3500648,LOTEREX 0.5% GOTAS 5ML LOTEPREDNOL,Órganos de los sentidos
3500659,OBRYPRE SUSP GOTAS 10ML OFTALMICA TOBRAMICINA/PREDNISOLONA,Órganos de los sentidos
3500660,KETOSTERIL C/100 GRAGEAS(ALFA CETOANALOGOS DE AMINOACIDOS),Varios
3500675,NATURETTI C/20 CAPS,Varios
3500684,PANKREOFLAT C/30 GRAGEAS(DIMETICONA/PANCREATINA),Tracto alimentario y metabolismo
3500698,POLYVISOL 50ML GOTAS,Tracto alimentario y metabolismo
3500715,GAAP GOTAS OFT 3 ML (LATANOPROST),Órganos de los sentidos
3500728,KIDDI PHARMATON JARABE 100ML MULTIVITAMINICO,Tracto alimentario y metabolismo
3500735,LAGRIFILM PLUS SOL 15ML(ALCOHOL POLIVINILICO/POVIDONA),Órganos de los sentidos
3500738,CEFABIOT 500MG C/10 TAB (CEFUROXIMA),Antiinfecciosos para uso sistémico
3500753,EDARBI 40MG C/28 TAB (AZILSARTAN MEDOXOMILO),Sistema cardiovascular
3500760,UNASAL 1% CREMA 15G (TERBINAFINA),Dermatológicos
3500763,FERRICOL 30MG/500MCG 30TAB. HIERRO/ACIDO FRLICO,Sangre y órganos hematopoyéticos
3500765,APROVASC 300/10MG C/14 TAB IRBESARTAN-AMLODIPINO,Sistema cardiovascular
3500775,TRAYENTA DUO 2.5/500MG. LINAGLIPINA/METFORMINA C30,Tracto alimentario y metabolismo
3500780,DAXXAS 500 MCG C/30 TAB (ROFLUMILAST),Sistema respiratorio
3500825,BLAXITEC 20MG C/20TAB. BILASTINA,Sistema respiratorio
3500828,PRIKUL 75MG C/28TAB PREGABALINA,Sistema nervioso
3500829,TAFITRAM PARACETAMOL/TRAMADOL 325/37.5 MG C/20,Sistema nervioso
3600131,ZYVOXAM TABLETAS 600MG C/10 (LINEZOLID),Antiinfecciosos para uso sistémico
3600183,INNEFOL 50MG/4 ML AMP C/1 ACIDO FOLINICO,Varios
3600195,EUTIROX 88MCG C/50LEVOTIROXINA SODICA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3800003,ALBUMINA HUMANA AL 20% 50ML,Sangre y órganos hematopoyéticos
3800004,LIPITOR 10MG C/30 TAB(ATORVASTATINA),Sistema cardiovascular
