MedCode,MedDescription,Compound,MedFamily,MedPriceMXN,MinStock,MaxStock
3304862,DABEX 1000MG METFORMINA C/30 TABLETAS,DABEX,Tracto alimentario y metabolismo,366,1,2
3304823,BENZAC AC 10% GEL 60GRS (PEROXIDO DE BENXZOILO),PEROXIDO DE BENXZOILO,Dermatológicos,310,1,2
3304743,JANUMET XR 100MG 1000MG TAB CAJ C/14,JANUMET,Tracto alimentario y metabolismo,1116.5,2,2
3304865,XL-3 325-10-4 MG C/8 TABS.,XL-3,Sistema respiratorio,24,2,3
3304896,ENTRESTO 50MG CAJ C/30 (SACUBITRILO/VALSARTAN),SACUBITRILO/VALSARTAN,Sistema cardiovascular,808.5,2,3
3304889,GELAN PLUS 8/1G GEL C/250ML,GELAN,Tracto alimentario y metabolismo,999,1,1
3304809,ANORO(UMECLIDINO/VILANTEROL)INH 62.5MCG/25MCG,UMECLIDINO/VILANTEROL,Sistema respiratorio,1443.5,2,4
3304776,EBIXA 20 MG CAJA C/14 (MEMANTINA),MEMANTINA,Sistema nervioso,332,1,1
3304874,GANTENA 10MG C/30 TAB (ROSUVASTATINA),ROSUVASTATINA,Sistema cardiovascular,347,1,1
3304778,BLODIVIT 80 MG CAJA C/30,BLODIVIT,Sistema cardiovascular,499,2,3
3304813,FALOT 1G AMP. PISA (CEFALOTINA),CEFALOTINA,Antiinfecciosos para uso sistémico,169,100,184
3304841,ROPICONEST 2MG AMP 20ML (ROPIVACAINA),ROPIVACAINA,Sistema nervioso,1254.5,2,3
3304815,TRADOL RETARD 200MG TAB CAJ C/10,TRADOL,Sistema nervioso,67,1,1
3304831,CO DIOVAN 320/25 MG C/30 TAB,DIOVAN,Sistema cardiovascular,2265.5,1,1
3304875,GANTENA 20MG C/30 TAB (ROSUVASTATINA),ROSUVASTATINA,Sistema cardiovascular,612.5,1,1
3304856,MUCOANGIN GROSELLA 20MG TAB CAJ C/18 (AMBOXOL),AMBOXOL,Sistema respiratorio,104,1,2
3304905,APROVASC (IRBESARTAN/AMLODIPINO) 150 MG/5 MG TAB C/28,IRBESARTAN/AMLODIPINO,Sistema cardiovascular,1260.5,1,1
3305036,HYZAAR 100/25MG COM CAJ C/30,HYZAAR,Sistema cardiovascular,363.5,1,1
3304927,JAGODI 200MCG AER (BUDESONIDA),BUDESONIDA,Sistema respiratorio,868,1,1
3305054,OPDIVO 100MG/10ML INY CAJA C/ 1(NIVOLUMAB),NIVOLUMAB,Antineoplásicos e inmunomoduladores,178,1,2
3305033,VALMETROL-3 1600 UI C/50 TABLETA COLECALCIFEROL,VALMETROL-3,Tracto alimentario y metabolismo,307,2,5
3304999,DESCORCHE DE MEDICAMENTO,MEDICAMENTO,No encontrado,829,0,0
3305027,DESCORCHE DE MEDICAMENTO,MEDICAMENTO,No encontrado,357,2,4
3305023,SEROQUEL XR 300 MG TAB CAJ C/30,SEROQUEL,Sistema nervioso,581,3,3
3305043,BRIVIACT 50MG TAB C/28,BRIVIACT,Sistema nervioso,1778.49,1,1
3304946,TIVICAY 50MG TABS. C/30 DOLUTEGRAVIR,TIVICAY,Antiinfecciosos para uso sistémico,124,1,1
3304989,ANEREX SUSPENCION 115 ML,ANEREX,Tracto alimentario y metabolismo,237.5,1,1
3305062,AMINOFILIN (AMINOFILINA) 250MG/10ML AMP,AMINOFILINA,Sistema respiratorio,11,7,18
3304991,ARCOXIA 90MG C/28 TAB,ARCOXIA,No encontrado,1224,1,1
3304987,D. UNIT. LAMOBRIGAN 10 MG TAB,LAMOBRIGAN,Sistema nervioso,1169,2,2
3305056,VIRAZIDE 15GR 7.5%,VIRAZIDE,Antiinfecciosos para uso sistémico,451,5,5
3305030,D. UNIT. CETOLAN 7G SOBRE,CETOLAN,Varios,435,17,50
3304997,VIRAVIR 150MG 28 CAPS (PREGABALINA),PREGABALINA,Sistema nervioso,627,4,4
3305040,HIGROTON BLOCK(ATENOLOL/CLORTALIDONA) 50/12.5 MG TAB C/28,ATENOLOL/CLORTALIDONA,Sistema cardiovascular,528,1,1
3305019,ALBUMINA DE HUEVO SABOR NATURAL FCO 500 GR,ALBUMINA,Sangre y órganos hematopoyéticos,1141.5,2,2
3305014,VENTAVIS 10MCG/2ML AMP C/30,VENTAVIS,Sangre y órganos hematopoyéticos,11199,1,1
3304944,METOTROP 5 % GEL TUB C/40G,METOTROP,Sistema musculoesquelético,187,1,2
3304945,AZILECT (RASAGILINA MESILATO) 1 MG TAB C/30,AZILECT,Sistema nervioso,2835,1,1
3305051,RINOCLENIL SOL NAS FCO 30ML,RINOCLENIL,Sistema respiratorio,342.5,1,2
3304929,GREMILTAL 75MG C/10CAP (OSELTAMIVIR),OSELTAMIVIR,Antiinfecciosos para uso sistémico,280,4,12
3304960,GOTALGIC GOT FCO C/14 3ML OTICO,GOTALGIC,Órganos de los sentidos,142,1,1
3305017,LOMETOPAN SUSP 18ML,LOMETOPAN,Sistema respiratorio,585,1,1
3304965,TUMS 750MG MASTICABLES SABORES 3 ROLLOS DE 8,TUMS,Tracto alimentario y metabolismo,59,1,2
3304971,NULANZA AMP 10ML (OLIGOMETALES ENDOVENOSOS),OLIGOMETALES ENDOVENOSOS,Sangre y órganos hematopoyéticos,392,20,50
3305041,DORIXINA TMR 125/25 TAB/14 (CLONIXINATO DE LISINA/TRAMADOL,CLONIXINATO DE LISINA/TRAMADOL,Sistema nervioso,677,2,4
3305065,ADACEL BOOST 0.5ML F A CAJ C/1,ADACEL,Antiinfecciosos para uso sistémico,350,1,1
3305034,TECTA 20 MG TAB 28,TECTA,Tracto alimentario y metabolismo,498,1,2
3305042,ATEKA (MESALAZINA) 1200 MG TAB C/16,MESALAZINA,Tracto alimentario y metabolismo,735,1,2
3304951,DUOALMETEC 20/5MG CAJA C/14 OLMESARTAN/AMLODIPINO,DUOALMETEC,Sistema cardiovascular,1891,1,1
3305031,D.UNIT. EMSELEX 7.5MG COMP. (DARIFENACINA),DARIFENACINA,Sistema genitourinario y hormonas sexuales,478.5,3,3
3304982,ATOZET 10/40MG EZETIDIMA/ATORVASTATINA,ATOZET,Sistema cardiovascular,1447,2,2
3304956,BRIVIACT 50MG/5 ML 1 AMP (BRIVARACETAM),BRIVARACETAM,Sistema nervioso,848,30,88
3305022,XIGDUO XR 10/1000MG TAB CAJ C/14,XIGDUO,Tracto alimentario y metabolismo,1108.5,1,1
3304958,TRULICITY 0.75MG/0.5ML PLP CAJA C/2,TRULICITY,Tracto alimentario y metabolismo,2301.5,1,2
3304930,GREMILTAL 45MG C/10 CAP (OSELTAMIVIR),OSELTAMIVIR,Antiinfecciosos para uso sistémico,112,2,4
3305015,CICAFARM K (VITAMINA K) 30 G CREMA 30 G,VITAMINA K,Sangre y órganos hematopoyéticos,1017,1,1
3304985,D. UNIT. TIM ASF 25MG,TIM ASF,Sistema nervioso,1142,12,34
3304967,DORIXINA TMR 125/25MG C/14 TABS (CLONIXINATO DE LISINA/TRAMA,CLONIXINATO DE LISINA/TRAMA,Sistema musculoesquelético,990,1,1
3304966,DOBUJECT 250MG AMP IV 5ML (DOBUTAMINA),DOBUTAMINA,Sistema cardiovascular,387,16,45
3305000,PRECEDEX 200MCG FCO AMP 50ML (DEXMEDETOMIDINE),DEXMEDETOMIDINE,Sistema nervioso,594,90,262
3304940,TERRAMICINA 500MG C/16,TERRAMICINA,Órganos de los sentidos,1110,1,1
3304928,ILTUX 2HCT 40/12.5 MG TAB CAJ C/28,ILTUX,Sistema cardiovascular,506.5,1,1
3305037,EBIXA 20MG TAB CAJ C/28,EBIXA,Sistema nervioso,1560,1,1
3304955,TOUJEO 300U/ML JPRELL 1.5ML C/1 (INSULINA GLARGINA),INSULINA GLARGINA,Tracto alimentario y metabolismo,549,2,3
3304959,LEVAMIN NEP 5.4% FCO 250ML (AMINOACIDOS ESENCIALES),AMINOACIDOS ESENCIALES,Varios,550,8,20
3305007,LIBONIDE 0.250 MG/ML FCO 2 ML (BUDESONIDA) PIEZA,BUDESONIDA,Sistema respiratorio,823,152,371
3305006,COVERSAM 10/5MG 30 COMP,COVERSAM,Sistema cardiovascular,1008,1,1
3305039,SOPHIPREN OFT 10MG GTA 5ML,SOPHIPREN,Órganos de los sentidos,116,1,1
3304954,EMSELEX 7.5MG COMP. C/14 DARIFENACINA,EMSELEX,Sistema genitourinario y hormonas sexuales,555,2,2
3305049,ELATEC MPFF 1000MG SUSP SB30,ELATEC,Sistema cardiovascular,516,1,1
3305004,LIBERTRIM ALFA 200MG C-32 TAB.,LIBERTRIM,Tracto alimentario y metabolismo,245.5,2,3
3304934,LYSTEDA 650MG C/30 TABLETAS,LYSTEDA,Sangre y órganos hematopoyéticos,1356.5,1,1
3304963,OPCON-A SOLUCION C/15ML,OPCON-A,Órganos de los sentidos,79,1,1
3304994,NEOLBLOCK 50 MG /5ML AMPOLLETA (ROCURONIO),ROCURONIO,Sistema musculoesquelético,26245,2,5
3304935,LYSTEDA 650 MG C/30 (ACIDO TRANEXAMICO),ACIDO TRANEXAMICO,Sangre y órganos hematopoyéticos,208,1,2
3305044,ESTHIPIA 400 MG TAB CAJ C/7,ESTHIPIA,Antiinfecciosos para uso sistémico,1226,1,1
3305060,ATROPISA (ATROPINA) 1MG/1 ML AMPOLLETA,ATROPINA,Tracto alimentario y metabolismo,175,15,33
3305018,ARTELAC NIGHTTIME GEL 10G,ARTELAC,Órganos de los sentidos,688,1,1
3305121,CIRUELAX JALEA 300MG,CIRUELAX,Tracto alimentario y metabolismo,920,1,1
3305113,ANTINOCIL (MINOCICLINA) 100 MG TAB C/10,MINOCICLINA,Antiinfecciosos para uso sistémico,321.5,1,1
3305148,NORPROLAC 25MCG C/9 COMPRIMIDOS QUINAGOLIDA,NORPROLAC,Sistema genitourinario y hormonas sexuales,3071.5,1,1
3305105,PERFALGAN SOL.IV. 500MG 10MG/ML 50ML PARACETAMOL,PARACETAMOL,Sistema nervioso,603,12,30
3305164,CENTRUM SILVER C/60 TABLETAS,CENTRUM,Tracto alimentario y metabolismo,356.5,1,1
3305083,SIFROL ER 3MG TAB MG C/30,SIFROL,Sistema nervioso,1163.5,1,1
3305132,D. UNIT. FIRAC PLUS 125/10 MG TABLETA,FIRAC,Tracto alimentario y metabolismo,228,4,9
3305081,AYTUGRE NS 50MCG 120 DOSIS INHALA,AYTUGRE,Sistema respiratorio,392,1,1
3305140,ATOZET (EZETIMIBA/ATORVASTATINA) 10 MG/20 MG TAB C/30,EZETIMIBA/ATORVASTATINA,Sistema cardiovascular,1447,1,1
3305130,LUNARIUM 100/300MG CAPS C/28,LUNARIUM,Tracto alimentario y metabolismo,537,1,1
3305106,EUFLEXXA TA 10MG JGA PRELL 2ML,EUFLEXXA,Sistema musculoesquelético,420,3,3
3305094,AKIRA SPRAY 18G 0.05% 140 NEBULIZACIONES,AKIRA,Sistema respiratorio,331,2,4
3305089,DESCORCHE DE MEDICAMENTO,MEDICAMENTO,No encontrado,357,1,2
3305158,D. UNIT. PEPSANE 3G/4MG GEL ORAL,PEPSANE,Tracto alimentario y metabolismo,798,1,1
3305126,HOPE FCO AMP 50MG/2ML NITROPRUSIATO DE SODIO,HOPE,Falla en Google,810,1,1
3305073,THOREVA 20MG C/ 60 TAB,THOREVA,Sistema cardiovascular,1251.5,1,1
3305078,EDARBI CLD 40/12.5 MG TAB FCO C/28,EDARBI,Sistema cardiovascular,655,1,1
3305150,FEMARA 2.5 C/30 TBS,FEMARA,No encontrado,2999,1,1
3305171,ARFLA 550MG (RIFAXIMINA) C/15 TABLETAS,RIFAXIMINA,Tracto alimentario y metabolismo,1630,1,1
3305095,CRESTOR 40MG C/30 TAB (ROSUVASTATINA),ROSUVASTATINA,Sistema cardiovascular,868,2,2
3305136,ZAVICEFTA 2G/0.5G FCO CEFTAZIDIMA/AVIBACTAM,ZAVICEFTA,Antiinfecciosos para uso sistémico,33346,16,41
3305163,HUMALOG MIX 50 KWIIK PEN 100UI JPRELL CAJ C/1X3 ML,HUMALOG,Tracto alimentario y metabolismo,256,1,1
3305169,D. UNIT. FLUXEDAN 6MG/12MG COMP,FLUXEDAN,Sistema respiratorio,315,9,13
3305151,IBRANCE-21 125MG C/21 TAB,IBRANCE-21,No encontrado,1541,1,1
3305127,LEVIGRIX 2.5 MG/5ML FCO 250ML,LEVIGRIX,Sistema respiratorio,89,1,1
3305067,ABRAXUS 100MG C/1 (PACLITAXEL),PACLITAXEL,Antineoplásicos e inmunomoduladores,17293.5,5,9
3305173,BRISTAFLAM 100MG C/10 COMPRIMIDOS (ACECLOFENACO),ACECLOFENACO,Sistema musculoesquelético,952,1,1
3305155,DARDAREN 1MG C/30,DARDAREN,Sistema nervioso,263,1,1
3305129,FILARIN 20MG C/30,FILARIN,Antineoplásicos e inmunomoduladores,241.5,1,1
3305108,D. UNIT. DOLO NEUROBION FORTE TAB,NEUROBION,Tracto alimentario y metabolismo,355,2,2
3305112,THEALOZ 3% SOL OFTAL FCO 10ML,THEALOZ,Órganos de los sentidos,926,1,1
3305157,BANTUAN 37.5MG/325MG FCO C/20 TAB CLORHIDRATO TRAMADOL/PARAC,BANTUAN,Sistema nervioso,569,4,4
3305133,MICTASOL 400/100MG CAJA C/16,MICTASOL,Antiinfecciosos para uso sistémico,102,1,1
3305128,HYZAAR 50/12.5 C/30,HYZAAR,Sistema cardiovascular,830.5,1,1
3305142,LYRICA SOLUCION 2G/100ML (PREGABALINA),PREGABALINA,Sistema nervioso,305,1,1
3305165,INNOVAIR NEXTHALER 100/6 UMG POLVO C/120 DOSIS BECLOMETASONA,INNOVAIR,Sistema respiratorio,132.5,1,2
3305141,CRYOFLAXOL 500MG AMP (CICLOFOSFAMIDA),CICLOFOSFAMIDA,Antineoplásicos e inmunomoduladores,73241.5,2,5
3305131,VAQTA 25 U F A 0.5ML C/1 DOSIS,VAQTA,Antiinfecciosos para uso sistémico,1014.6,2,2
3305102,D. UNIT. ATARAX 10MG (HIDROXIZINA) TAB,HIDROXIZINA,Sistema nervioso,438.5,10,26
3305086,ZACTOS 15MG TAB CAJA C/28,ZACTOS,Tracto alimentario y metabolismo,1245,1,1
3305110,FOSFONAT 150MG C/ 1 TAB ACIDO IBANDRONICO,FOSFONAT,Sistema musculoesquelético,1567.5,1,1
3305074,HISTOFIL 4000 UI C/ 60 TAB,HISTOFIL,Tracto alimentario y metabolismo,953,2,2
3305174,HALDOL 2MG 30ML GOTAS HALOPERIDOL,HALDOL,Sistema nervioso,893,2,4
3305098,PLENACOR LP CAP 50/20 C/20,PLENACOR,Sistema cardiovascular,481.5,1,1
3305152,D. UNIT. REDEVANT 4 MG TAB (PITAVASTATINA),PITAVASTATINA,Sistema cardiovascular,452,8,8
3305090,PERFALGAN (PARACETAMOL)1G SOL INY 100ML AMP,PARACETAMOL,Sistema nervioso,6035.5,54,101
3305154,D. UNIT. SINCRONIUM (100MG/40MG/10MG) CAP,100MG/40MG/10MG,Sistema cardiovascular,460.5,3,3
3305120,MINOPAC 100MG C/12 TAB (MINOCICLINA),MINOCICLINA,Antiinfecciosos para uso sistémico,459.5,2,2
3305172,"TRIPLIXAM 5MG/1.25MG/5MG PERONDOPRIL ARGININA,INDAPAMINA",TRIPLIXAM,Sistema cardiovascular,722.5,1,1
3305099,ZEDESEN 400MG C/ 10 CAPS,ZEDESEN,Antiinfecciosos para uso sistémico,946,1,1
3305146,SIVEXTRO 200MG TAB CAJ C/6,SIVEXTRO,Antiinfecciosos para uso sistémico,111,1,1
3305100,D.UNIT. TOPAMAX 50MG C/20 TAB(TOPIRAMATO),TOPIRAMATO,Sistema nervioso,364,2,4
3305117,TRULICITY 1.5MG/0.5ML C/2 PLM,TRULICITY,Tracto alimentario y metabolismo,2301.5,2,2
3305109,DOLO NEUROBION DC C/3 3ML,DOLO,Tracto alimentario y metabolismo,1096,2,2
3305104,GALVUS MET 50MG/850MG C/30 CPR METFORMINA/VILDAGLIPTINA,GALVUS,Tracto alimentario y metabolismo,331,1,2
3305167,FRESEKABI D FRESA 236ML FORMULA ENTERAL,FRESEKABI,Sangre y órganos hematopoyéticos,422,14,14
3305143,D. UNIT. SYMBYAX 3/25MG (OLANZAPINA/FLUOXETINA),OLANZAPINA/FLUOXETINA,Sistema nervioso,1307.5,2,4
3305175,FLUANXOL DEPOT 20MG/1ML IM (FLUPENTIXOL),FLUPENTIXOL,Sistema nervioso,1159,1,1
3305084,BEROCCA 590.16/125-100MG C/30,BEROCCA,Tracto alimentario y metabolismo,550,1,1
3305097,BIOFILEN 50MG ATELONOL TAB C/28,BIOFILEN,Sistema cardiovascular,246,1,1
3305254,EXFORGE 5/320 MG COM CAJ C/ 28,EXFORGE,Sistema cardiovascular,235,1,1
3305239,BENSITRAK (CISATRACURIO) 10 MG/5 ML AMP,CISATRACURIO,Sistema musculoesquelético,2356,1,2
3305188,D. UNIT JANUMET XR 100MG/ 1000MG TAB,JANUMET,Tracto alimentario y metabolismo,602,6,6
3305241,TELARTEQ 40 MG TAB C/30 (TELMISARTAN),TELMISARTAN,Sistema cardiovascular,358,1,1
3305238,ALIREN JARABE 60ML (AMANTADINA CLORFENAMINA PARACETAMOL),AMANTADINA CLORFENAMINA PARACETAMOL,Sistema nervioso,72,1,1
3305194,DENVAR 100MG /5ML CEFIXIMA 50ML,CEFIXIMA,Antiinfecciosos para uso sistémico,300,2,2
3305287,LIBERTRIM LP 300 MG C/30 COMP,LIBERTRIM,Tracto alimentario y metabolismo,12110,1,1
3305284,DESCORCHE DE MEDICAMENTO,MEDICAMENTO,No encontrado,1392,0,1
3305230,FENILEFRINA 10MG 1 ML AMP.,FENILEFRINA,Sistema cardiovascular,362,2,2
3305240,MITZORATTA 20MG C/28,MITZORATTA,Sistema cardiovascular,634.5,1,1
3305283,DI ARAHKOR 60/12.5 MG TAB CAJA C-20,ARAHKOR,Sistema cardiovascular,399,1,1
3305247,ZALDIAR EFER 37.5/325 MG TAB CAJ C/20,ZALDIAR,No encontrado,466,1,1
3305210,INCRESINA DUO 12.5 MG/850MG,INCRESINA,Tracto alimentario y metabolismo,594,1,1
3305203,DOLO NEUROBION C/30 TABLETAS,DOLO,Tracto alimentario y metabolismo,252,2,2
3305187,ZALDIAR 325/37.5 MG C/50 TAB (PARACETAMOL/TRAMADOL),PARACETAMOL/TRAMADOL,Sistema nervioso,802,3,4
3305218,VALGION CTL 62.5MG/12.5/3ML C/ 3 AMPOLLETAS,VALGION,Sistema nervioso,444,1,1
3305253,ELECTROLIT ADULTO 1000 ML (ELECTROLITOS ORALES),ELECTROLITOS ORALES,Tracto alimentario y metabolismo,246,4,4
3305261,MELOX NOCHE SUSP 360ML,MELOX,Tracto alimentario y metabolismo,136,0,0
3305251,KITOSCELL LP 600 MG C/90,KITOSCELL,Antineoplásicos e inmunomoduladores,388,1,1
3305267,OLICLINOMEL TRICAMARA 6N 2 LT NUTRICION PARENTERAL,OLICLINOMEL,Falla en Google,5200,1,1
3305185,NATRIXAM 1.5/10 MG COM C/30,NATRIXAM,Sistema cardiovascular,1163,1,1
3305234,EVASTEL 1 MG FRA C/60ML,EVASTEL,Sistema respiratorio,348.5,1,1
3305245,DUOSIGHT GEL 30G CLINDAMICINA/PERIOXIDO DE BENZOILO 1/5%,DUOSIGHT,Dermatológicos,556,1,1
3305264,VONTROL LP (DIFENIDOL) 100 MG C/ 10 TABLETAS,DIFENIDOL,Tracto alimentario y metabolismo,193,1,1
3305198,FESTOMAR 10/10 MG CAP CAJ C/30,FESTOMAR,Sistema respiratorio,693.5,2,2
3305201,LUMIGAN RC 0.1%MG GTS FCO C/3ML (BIMATOPROST),BIMATOPROST,Órganos de los sentidos,340,1,1
3305237,FLONORM 550MG C/14,FLONORM,Tracto alimentario y metabolismo,1206,1,1
3305219,ABELCET (AMFOTERICINA)100MG 20ML INY,AMFOTERICINA,Antiinfecciosos para uso sistémico,5242,4,4
3305259,OLIMEL TRICAMARA N7 BOL C/1LITRO NUTRION PARENTERAL,OLIMEL,Sangre y órganos hematopoyéticos,374,2,3
3305244,CRESTOR 5MG C/30 TABLETAS,CRESTOR,No encontrado,2837,4,5
3305191,OCREVUS 300MG / 10ML 1 FAM 10ML,OCREVUS,Antineoplásicos e inmunomoduladores,166399,1,2
3305209,D. UNIT. PROCORALAN 7.5MG (IVABRADINA),IVABRADINA,Sistema cardiovascular,750,15,32
3305216,DOLO TANDAX 275/300MG (NAPROXENO/PARACETAMOL) 24TAB,NAPROXENO/PARACETAMOL,Sistema nervioso,172,1,1
3305278,RYZODEG FLEXTOUCH 70/30U ML PLP CAJ C/1,RYZODEG,Tracto alimentario y metabolismo,2538,1,1
3305258,D. UNIT. GRANEODIN B (BENZOCAINA) 10 MG PASTILLA,BENZOCAINA,Sistema nervioso,256,1,1
3305182,D. UNIT. STALEVO 100/25/200MG TAB,STALEVO,Sistema nervioso,1691,8,18
3305227,OFOXEL 300/50ML FCO AMP C/EQUIPO,OFOXEL,Antineoplásicos e inmunomoduladores,14777.5,1,1
3305270,DORIXINA-FLAM 250/50 MG TAB CAJ C/14,DORIXINA-FLAM,Sistema nervioso,834,1,1
3305186,NYTOL 50MG C/8 TAB,NYTOL,Sistema respiratorio,35.5,1,1
3305250,DORIXINA FLAM (CLONIXINATO DICLOFENA) 250/50 C/14 TABLETAS,CLONIXINATO DICLOFENA,Sistema musculoesquelético,585,2,2
3305180,D.UNIT. FOLIVITAL 4MG TAB (ACIDO FOLICO),ACIDO FOLICO,Sangre y órganos hematopoyéticos,818,4,4
3305256,HIPOGLOS PAC CREMA TUBO 110G,HIPOGLOS,Dermatológicos,719,2,2
3305225,CETOLAN (ALFA CETOANALOGOS DE AMINOACIDOS) 630 MG TAB C/100,ALFA CETOANALOGOS DE AMINOACIDOS,Varios,3342,2,4
3305269,KALLION XR (OXCARBAZEPINA)600MG TAB. CAJ C/30,OXCARBAZEPINA,Sistema nervioso,472,1,1
3305200,TRELEGY 30 DOSIS 100/62.5/25 MG CAJA PVO C/INHALADOR,TRELEGY,No encontrado,1160,4,8
3305236,TURAZIVE 80 MG TAB C/28,TURAZIVE,Sistema musculoesquelético,2837,1,1
3305208,GELATEIN PONCHE 120ML,GELATEIN,Varios,103,12,28
3305196,ALIREN 50MG/3MG/300MG 24CAP AMANTADINA CLORFENAMINA PARACET,ALIREN,Sistema respiratorio,99.5,1,1
3305212,NETEX SIFI 0.1/0.3% SOL 5ML,NETEX,Órganos de los sentidos,1222,1,1
3305224,D. UNIT. CITOX (CITALOPRAM) 20 MG TAB,CITALOPRAM,Sistema nervioso,351,3,3
3305207,GELATEIN NARANJA 120ML,GELATEIN,Varios,662,21,44
3305179,D. UNIT FOLIVITAL 0.4MG TAB (ACIDO FOLICO),ACIDO FOLICO,Sangre y órganos hematopoyéticos,588,1,1
3305260,ZISUAL-C TUBO DE 30 GR 50MG/2.5MG/180MG/35MG,ZISUAL-C,Sistema cardiovascular,120,1,1
3305282,DOSCOXEL 90 MG TAB C/28,DOSCOXEL,Sistema musculoesquelético,906.5,1,1
3305190,PRIKUL 75MG C/14 CAPSULAS (PREGABALINA),PREGABALINA,Sistema nervioso,325,1,1
3305189,"D. UNIT TRIPLIXAM 5MG/1.25MG/5MG PERONDOPRIL ARGININA,INDAPA",TRIPLIXAM,Sistema cardiovascular,617,3,3
3305255,PREDIAL 500 MG 1 SOL C/150 ML,PREDIAL,Tracto alimentario y metabolismo,920,1,1
3305228,AMITIZA (LUBIPROSTONA) 8 MCG C/60 CAP,AMITIZA,Tracto alimentario y metabolismo,738,2,2
3305275,EVEREST MASTICABLE (MONTELUKAST) 5 MG 30 TABLETAS,MONTELUKAST,Sistema respiratorio,215,2,2
3305206,DOZIMEV (DONEPEZILO) 10MG C/28 TABLETAS,DONEPEZILO,Sistema nervioso,812,1,1
3500033,BEPANTHEN 5% POM 100GR DEXPANTENOL,BEPANTHEN,Dermatológicos,79.5,2,6
3305331,D. UNIT. KARET 50MCG COMP,KARET,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",48129.5,6,6
3305341,PRALUENTE (ALIROCUMAB) 150MG/ML C/1 PLUMA PRECARGADA INY,ALIROCUMAB,Sistema cardiovascular,61.5,1,1
3305330,D. UNIT. CRONOCAPS 5MG CAPSULA,CRONOCAPS,Sistema nervioso,300,23,23
3305343,MENSIFEM 2.8 MG C/60 TABLETAS,MENSIFEM,Sistema genitourinario y hormonas sexuales,471.5,1,1
3305318,D. UNIT. DOSTEIN (ERDOSTEINA) 300 MG CAP,ERDOSTEINA,Sistema respiratorio,463,53,68
3500313,FLAGYSTATIN V 500MG C/10 OVULOS(METRONIDAZOL/NISTATINA),METRONIDAZOL/NISTATINA,Sistema genitourinario y hormonas sexuales,265,1,1
3305322,TEMERIT KOX C/14 TAB.,TEMERIT,Sistema cardiovascular,623,1,1
3305340,DUNOXOL 1% SOL 100 ML,DUNOXOL,Falla en Google,1931,4,4
3305310,GRANUDOXY (DOXICICLINA) 100 MG C/15 TABLETAS,DOXICICLINA,Antiinfecciosos para uso sistémico,109,2,2
3500312,BINOTAL 500MG C/20 CAPS (AMPICILINA),AMPICILINA,Antiinfecciosos para uso sistémico,309,1,2
3305316,CORTIMENT MMX ( BUDESONIDA) 9MG TAB LP C/30TAB,BUDESONIDA,Sistema respiratorio,757,1,1
3305306,D. UNIT. JARDIANZ DPP 25MG/5MG,JARDIANZ,Tracto alimentario y metabolismo,1744.5,13,13
3500265,FACICAM 20MG C/20 CAP PIROXICAM,FACICAM,Sistema musculoesquelético,176.5,2,3
3500014,FLIXOTIDE AER SUSP 50UG 0.83MG/10.2G 120 DOSIS(FLUTICASONA),FLUTICASONA,Sistema respiratorio,720.5,1,2
3500019,NEOLAIKAN 500MG C/30 GRAGEAS VALERIANA,NEOLAIKAN,Sistema nervioso,1096.5,1,1
3500104,ENTOCORT ENEMA 2.3MG C/7 PZAS BUDESONIDA,ENTOCORT,Falla en Google,711,1,1
3305345,ELIDEL 0.01G CREMA TUBO 30G,ELIDEL,No encontrado,244,1,1
3500240,ESKAPAR 200MG C/16 CAPS NIFUROXAZIDA,ESKAPAR,Tracto alimentario y metabolismo,2827,2,2
3500173,BAYCUTEN SIMPLE CREMA 30GR(CLOTRIMAZOL/DEXAMETASONA),CLOTRIMAZOL/DEXAMETASONA,Dermatológicos,197,1,1
3500116,"MELOX NOCHE SUSP 180ML(ALGINATO,MAGNESIO,ALUMINIO)","ALGINATO,MAGNESIO,ALUMINIO",Tracto alimentario y metabolismo,332,1,2
3500114,FOLIVITAL 4MG C/90 TAB (ACIDO FOLICO),ACIDO FOLICO,Sangre y órganos hematopoyéticos,1117.5,1,1
3500024,FOSFOCIL G.U. 3G ADU GDO. SOBRES(FOSFOMICINA),FOSFOMICINA,Antiinfecciosos para uso sistémico,390,2,5
3305291,D. UNIT. PENTASA 1GR SUPOSITORIOS LIB. PROL.,PENTASA,Tracto alimentario y metabolismo,844,2,2
3500196,MACROZIT 500MG C/3 TAB (AZITROMICINA),AZITROMICINA,Antiinfecciosos para uso sistémico,1288.5,2,2
3305289,XTANDI 40MG,XTANDI,Antineoplásicos e inmunomoduladores,80316,1,1
3305323,VITAFUSIN INY 5 ML MULTIVITAMINICO,VITAFUSIN,Sangre y órganos hematopoyéticos,107,42,47
3305342,SAFINOS 24 MG TAB 30,SAFINOS,Sistema nervioso,531,1,1
3305297,D. UNIT. LACTEOL FORT 170MG; 5000 MILLONES CAP,LACTEOL,Tracto alimentario y metabolismo,343,10,19
3500187,BRONCHO VAXOM AD 7MG C/10 CAP LISADOS BACTERIANOS,BRONCHO,Sistema respiratorio,725,1,1
3400035,RISPERDAL 1MG C/20 TAB(RISPERIDONA),RISPERIDONA,Sistema nervioso,535.5,2,2
3305336,BI1 PROTEIN BOTE DE 400GS,BI1,No encontrado,132.5,2,3
