MedCode,MedDescription,MedPharmacon,MedFamily
3304688,KEPPRA XR 500MG C/60 TAB (LEVETIRACETAM),KEPPRA,Sistema nervioso
3304689,CETOLAN 30 SOBRES CON 7G C/U,CETOLAN,Varios
3304690,EVOCS III 500MG 7TABLETAS (LEVOFLOXACINO),EVOCS,Antiinfecciosos para uso sistémico
3304692,NEURALIN RELIEF (COMPLEJO B/KETOPROFENO)C/20 TAB,NEURALIN,Sistema musculoesquelético
3304695,XUZAL 5MG C/10 TAB (LEVOCETIRIZINA),XUZAL,Sistema respiratorio
3304696,ILTUX (OLMESARTAN)20MG C/28 TAB,ILTUX,Sistema cardiovascular
3304697,VENASTAT 50MG C/60CAPS. AESCULUS HIPPOCASTANUM,VENASTAT,Sistema cardiovascular
3304699,MONTIPEDIA CR 10MG C/30COMP MONTELIKAST,MONTIPEDIA,Sistema respiratorio
3304700,TABITRAL (HALOBETASOL) CREMA 0.05% TUBO 30G,TABITRAL,Dermatológicos
3304701,PEZZIL (DONEPECILO) 5MG TAB C/28,PEZZIL,Sistema nervioso
3304705,FLEET PS FOSFOSODA(LIMON-JENGIBRE)2.4G/0.9G/5ML,FLEET,Tracto alimentario y metabolismo
3304706,CONTROLIP-TRILIPIX 135MG C/30CAPS FENOFIBRATO DE COLINA,CONTROLIP-TRILIPIX,Sistema cardiovascular
3304707,ARANESP 80MCG/0.4 JPRELL CAJA C/1(DARBEPOETINA),ARANESP,Sangre y órganos hematopoyéticos
3304720,DORIXINA GEL 5GR TUBO C/50 GR (CLONIXINATO DE LISINA),DORIXINA,Sistema musculoesquelético
3304724,"OKSEN 80MG/12.5MG C/30CAPS (TELMISARTAN,HIDROCLOROTIAZIDA)",OKSEN,Sistema cardiovascular
3304727,TARDYFERON FOL(SULF-AC. FOL)C/30GRAGEAS,TARDYFERON,No encontrado
3304728,DIPROSPAN 2ML AMPULA 5MG/2MG (BETAMETASONA),DIPROSPAN,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3304731,RIOPAN GEL C/10 SOB 10ML,RIOPAN,Tracto alimentario y metabolismo
3304735,QUINORET CREMA 30GR,QUINORET,Dermatológicos
3304740,ZOLAG FRANCO GOTERO 15ML (HIALURONATO GLICERINA),ZOLAG,Productos sanitarios
3304743,JANUMET XR 100MG 1000MG TAB CAJ C/14,JANUMET,Tracto alimentario y metabolismo
3304744,TIM ASF 25MG C/30 TAB (QUETIAPINA),TIM,Sistema nervioso
3304747,VIVIOPTAL CAPS C/30,VIVIOPTAL,Tracto alimentario y metabolismo
3304749,BARMICIL COMPUESTO,BARMICIL,Dermatológicos
3304750,"DEXABION AMPOLLETA C/3 (TIMINA,PIRIDOXINA, CIANOCOBALAMINA)",DEXABION,Sistema musculoesquelético
3304753,REPATHA 140MG/MLPLP CALA C/1,REPATHA,Sistema cardiovascular
3304754,SPIOLTO RESPIMAT 30D SOL 226MG INH C/4,SPIOLTO,Sistema respiratorio
3304755,LIBERTRIM SII 100MG/37.5MG C/20 COM,LIBERTRIM,Tracto alimentario y metabolismo
3304761,"ARLEVERT 20/40 MG TAB. C/20 (CINARIZINA,DIMENHIDRATO)",ARLEVERT,Sistema nervioso
3304763,MOTRIN 800MG GRA FCO C/45 (IBUPROFENO),MOTRIN,Sistema musculoesquelético
3304764,GLICOLIC H LOC FCO C/60ML,GLICOLIC,Dermatológicos
3304775,XARELTO 10 MG CAJA C/30,XARELTO,Sangre y órganos hematopoyéticos
3304776,EBIXA 20 MG CAJA C/14 (MEMANTINA),EBIXA,Sistema nervioso
3304777,BLODIVIT (ATORVASTATINA) 40 MG TAB C/30,BLODIVIT,Sistema cardiovascular
3304778,BLODIVIT 80 MG CAJA C/30,BLODIVIT,Sistema cardiovascular
3304781,TEGRETOL 200MG C/50 COMP (CARBAMAZEPINA),TEGRETOL,Sistema nervioso
3304782,AGRIFEN CAFEINA CLORFENAMINA FENILEFRINA PARACETAMOL C/10 T,AGRIFEN,Sistema respiratorio
3304784,BOLENTAX 40MG/0.4ML C/2 JGP (ENOXAPARINA SODICA),BOLENTAX,Sangre y órganos hematopoyéticos
3304785,VALEXTRA(VALACICLOVIR)500MG C/42COM,VALEXTRA(VALACICLOVIR)500MG,Antiinfecciosos para uso sistémico
3304789,DIPROSONE UNG TUBO 30 GR,DIPROSONE,Dermatológicos
3304793,BAPEX 300MG C/30CAPS (GABAPENTINA),BAPEX,Sistema nervioso
3304794,VASCULFLOW C/20 250MG-225MG-25MG (DOBESILATODE CALCIO,VASCULFLOW,Sistema cardiovascular
3304795,GAMO S 20MG TAB C/14 (PANTOPRAZOL),GAMO,Tracto alimentario y metabolismo
3304805,NAXEN 500MG TAB C/15,NAXEN,Sistema musculoesquelético
3304808,PISACAINA SPRAY 10G/100 ML FRASCO 115 ML,PISACAINA,Sistema nervioso
3304809,ANORO(UMECLIDINO/VILANTEROL)INH 62.5MCG/25MCG,ANORO(UMECLIDINO/VILANTEROL)INH,No encontrado
3304812,LYRICA 300MG C/28CAP (PREGABALINA),LYRICA,Sistema nervioso
3304813,FALOT 1G AMP. PISA (CEFALOTINA),FALOT,Antiinfecciosos para uso sistémico
3304814,AMPLIUM 1G AMP IV (MEROPENEM),AMPLIUM,Antiinfecciosos para uso sistémico
3304815,TRADOL RETARD 200MG TAB CAJ C/10,TRADOL,Sistema nervioso
3304821,LAMOBRIGAN 10MG C/14 TAB,LAMOBRIGAN,Sistema nervioso
3304822,REPAFET (RUPATADINA)10MG 20TABLETAS,REPAFET,Sistema respiratorio
3304823,BENZAC AC 10% GEL 60GRS (PEROXIDO DE BENXZOILO),BENZAC,Dermatológicos
3304824,TURAZIVE (FEBUXOSTAT) 80MG C/15 TAB,TURAZIVE,Sistema musculoesquelético
3304825,ZYPLO 60MG (LEVODROPIZINA) 20 TABLETAS,ZYPLO,Sistema respiratorio
3304829,ENTRESTO 100MG C/30 COMP. (SACUBITRILO VALSARTAN),ENTRESTO,Sistema cardiovascular
3304831,CO DIOVAN 320/25 MG C/30 TAB,CO,No encontrado
3304834,LIPITOR 20MG TAB 30 (ATORVASTATINA),LIPITOR,Sistema cardiovascular
3304839,TRIFAMOX IBL-12H 875/125MG C/14 COM (AMOXICILINA/SULBACTAM),TRIFAMOX,Antiinfecciosos para uso sistémico
3304841,ROPICONEST 2MG AMP 20ML (ROPIVACAINA),ROPICONEST,Sistema nervioso
3304846,BETNOVATE LOCION (BETAMETASONA) 0.122G /100 ML SUSP 50 ML,BETNOVATE,Dermatológicos
3304848,RELVARE 100/25 INHALADOR CON 30 DOSIS (FLUTICASONA/VILANTERO,RELVARE,Sistema respiratorio
3304851,SERONEX LP 60MG C/30 TABLETAS LIBERACION PROLONGADA,SERONEX,Tracto alimentario y metabolismo
3304853,GARBICAN 150MG C/28 CAP (PREGABALINA),GARBICAN,Sistema nervioso
3304854,GARBICAN 75MG C/28 CAP (PREGABALINA),GARBICAN,Sistema nervioso
3304855,FLUXEDAN 6MG/12MG 24 COMP(BHOMHEXINA/OXELADINA),FLUXEDAN,Sistema respiratorio
3304856,MUCOANGIN GROSELLA 20MG TAB CAJ C/18 (AMBOXOL),MUCOANGIN,Sistema respiratorio
3304858,COVERSAM 5MG/5MG C/30,COVERSAM,Sistema cardiovascular
3304862,DABEX 1000MG METFORMINA C/30 TABLETAS,DABEX,Tracto alimentario y metabolismo
3304865,XL-3 325-10-4 MG C/8 TABS.,XL-3,Sistema respiratorio
3304873,SELTAFERON 75MG C/10 CAP(OSELTAMIVIR),SELTAFERON,Antiinfecciosos para uso sistémico
3304874,GANTENA 10MG C/30 TAB (ROSUVASTATINA),GANTENA,Sistema cardiovascular
3304875,GANTENA 20MG C/30 TAB (ROSUVASTATINA),GANTENA,Sistema cardiovascular
3304880,AGRELESS 75 MG C/28 TAB,AGRELESS,Sangre y órganos hematopoyéticos
3304882,DABEX(METFORMINA)750MG TAB C/60,DABEX(METFORMINA)750MG,Tracto alimentario y metabolismo
3304883,BOLENTAX 60MG/0.6ML CAJA C/2 (ENOXAPARINA),BOLENTAX,Sangre y órganos hematopoyéticos
3304885,PULMONAROM LISADOS BACTERIANOS C/20 AMPOLLETAS,PULMONAROM,Sistema respiratorio
3304886,ZUNUN 500 MG C/30,ZUNUN,Sistema nervioso
3304887,ALISTINT 20MCG AMP CAJA C/5 (ALPROSTADIL),ALISTINT,Sistema cardiovascular
3304889,GELAN PLUS 8/1G GEL C/250ML,GELAN,Tracto alimentario y metabolismo
3304893,HYABAK OFT 0.15% 10ML HIALURONATO DE SODIO,HYABAK,Órganos de los sentidos
3304895,FORMULA MAGISTRAL,FORMULA,Varios
3304896,ENTRESTO 50MG CAJ C/30 (SACUBITRILO/VALSARTAN),ENTRESTO,Sistema cardiovascular
3304897,RIBUSPIR 200MCG AER (BUDESONIDA),RIBUSPIR,Sistema respiratorio
3304905,APROVASC (IRBESARTAN/AMLODIPINO) 150 MG/5 MG TAB C/28,APROVASC,Sistema cardiovascular
3304906,APROVASC 150/5 MG C/28,APROVASC,Sistema cardiovascular
3304909,INHIBITRON TWIT 20/1100MG CAPS 30,INHIBITRON,Tracto alimentario y metabolismo
3304910,INVOKANA DUO 150/850MG TABS. C/60 CANAGLIFLOZINA/METFORMINA,INVOKANA,Tracto alimentario y metabolismo
3304911,TOUJEO 300 U/ML PLUMA C/3 CARTUCHOS 1.5ML INSULINA GLARGINA,TOUJEO,Tracto alimentario y metabolismo
3304919,DIAMICRON MR 60MG CAJ C/30 COMP (GLICLAZIDA),DIAMICRON,Tracto alimentario y metabolismo
3304923,PRESTEME 10MG/G TB C/30G (IVERMECTINA),PRESTEME,Dermatológicos
3304925,LIPITOR 40MG 30 TAB ATORVASTATINA,LIPITOR,Sistema cardiovascular
3304926,BENSITRAK 20MG/10ML AMP IV (BESILATO DE CISATRACURIO),BENSITRAK,Sistema musculoesquelético
3304927,JAGODI 200MCG AER (BUDESONIDA),JAGODI,Sistema respiratorio
3304928,ILTUX 2HCT 40/12.5 MG TAB CAJ C/28,ILTUX,Sistema cardiovascular
3304929,GREMILTAL 75MG C/10CAP (OSELTAMIVIR),GREMILTAL,Antiinfecciosos para uso sistémico
3304930,GREMILTAL 45MG C/10 CAP (OSELTAMIVIR),GREMILTAL,Antiinfecciosos para uso sistémico
3304934,LYSTEDA 650MG C/30 TABLETAS,LYSTEDA,Sangre y órganos hematopoyéticos
3304935,LYSTEDA 650 MG C/30 (ACIDO TRANEXAMICO),LYSTEDA,Sangre y órganos hematopoyéticos
3304940,TERRAMICINA 500MG C/16,TERRAMICINA,Órganos de los sentidos
3304944,METOTROP 5 % GEL TUB C/40G,METOTROP,Sistema musculoesquelético
3304945,AZILECT (RASAGILINA MESILATO) 1 MG TAB C/30,AZILECT,Sistema nervioso
3304946,TIVICAY 50MG TABS. C/30 DOLUTEGRAVIR,TIVICAY,Antiinfecciosos para uso sistémico
3304947,ZERBAXA 1G/0.5G AMP IV (CEFTOLOZANO/TAZOBACTAM),ZERBAXA,Antiinfecciosos para uso sistémico
3304951,DUOALMETEC 20/5MG CAJA C/14 OLMESARTAN/AMLODIPINO,DUOALMETEC,Sistema cardiovascular
3304954,EMSELEX 7.5MG COMP. C/14 DARIFENACINA,EMSELEX,Sistema genitourinario y hormonas sexuales
3304955,TOUJEO 300U/ML JPRELL 1.5ML C/1 (INSULINA GLARGINA),TOUJEO,Tracto alimentario y metabolismo
3304956,BRIVIACT 50MG/5 ML 1 AMP (BRIVARACETAM),BRIVIACT,Sistema nervioso
3304958,TRULICITY 0.75MG/0.5ML PLP CAJA C/2,TRULICITY,Tracto alimentario y metabolismo
3304959,LEVAMIN NEP 5.4% FCO 250ML (AMINOACIDOS ESENCIALES),LEVAMIN,Sangre y órganos hematopoyéticos
3304960,GOTALGIC GOT FCO C/14 3ML OTICO,GOTALGIC,Órganos de los sentidos
3304963,OPCON-A SOLUCION C/15ML,OPCON-A,Órganos de los sentidos
3304964,YASMIN 24/4 DROSPIRENONA-ETINILESTRADIOL,YASMIN,No encontrado
3304965,TUMS 750MG MASTICABLES SABORES 3 ROLLOS DE 8,TUMS,Tracto alimentario y metabolismo
3304966,DOBUJECT 250MG AMP IV 5ML (DOBUTAMINA),DOBUJECT,Sistema cardiovascular
3304967,DORIXINA TMR 125/25MG C/14 TABS (CLONIXINATO DE LISINA/TRAMA,DORIXINA,Sistema musculoesquelético
3304971,NULANZA AMP 10ML (OLIGOMETALES ENDOVENOSOS),NULANZA,Sangre y órganos hematopoyéticos
3304982,ATOZET 10/40MG EZETIDIMA/ATORVASTATINA,ATOZET,Sistema cardiovascular
3304985,D. UNIT. TIM ASF 25MG,D.,No encontrado
3304987,D. UNIT. LAMOBRIGAN 10 MG TAB,D.,No encontrado
3304988,TRESIBA FLEXTOUCH 100/3ML CAJA C/5 PLUMAS(INSULINA),TRESIBA,Tracto alimentario y metabolismo
3304989,ANEREX SUSPENCION 115 ML,ANEREX,Tracto alimentario y metabolismo
3304991,ARCOXIA 90MG C/28 TAB,ARCOXIA,No encontrado
3304994,NEOLBLOCK 50 MG /5ML AMPOLLETA (ROCURONIO),NEOLBLOCK,Sistema musculoesquelético
3304997,VIRAVIR 150MG 28 CAPS (PREGABALINA),VIRAVIR,Sistema nervioso
3304998,EUTIROX 137MCG 50 TAB LEVOTIROXINA SODICA,EUTIROX,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas"
3304999,DESCORCHE DE MEDICAMENTO,DESCORCHE,Tracto alimentario y metabolismo
3305000,PRECEDEX 200MCG FCO AMP 50ML (DEXMEDETOMIDINE),PRECEDEX,Sistema nervioso
3305004,LIBERTRIM ALFA 200MG C-32 TAB.,LIBERTRIM,Tracto alimentario y metabolismo
3305006,COVERSAM 10/5MG 30 COMP,COVERSAM,Sistema cardiovascular
3305007,LIBONIDE 0.250 MG/ML FCO 2 ML (BUDESONIDA) PIEZA,LIBONIDE,Sistema respiratorio
3305013,JARDIANZ DUO TAB 5 MG/850 MG (EMPAGLIFLOZINA/METFORMINA),JARDIANZ,Tracto alimentario y metabolismo
3305014,VENTAVIS 10MCG/2ML AMP C/30,VENTAVIS,Sangre y órganos hematopoyéticos
3305015,CICAFARM K (VITAMINA K) 30 G CREMA 30 G,CICAFARM,Dermatológicos
3305017,LOMETOPAN SUSP 18ML,LOMETOPAN,Sistema respiratorio
3305018,ARTELAC NIGHTTIME GEL 10G,ARTELAC,Órganos de los sentidos
3305019,ALBUMINA DE HUEVO SABOR NATURAL FCO 500 GR,ALBUMINA,Sangre y órganos hematopoyéticos
3305022,XIGDUO XR 10/1000MG TAB CAJ C/14,XIGDUO,Tracto alimentario y metabolismo
3305023,SEROQUEL XR 300 MG TAB CAJ C/30,SEROQUEL,Sistema nervioso
3305027,DESCORCHE DE MEDICAMENTO,DESCORCHE,Tracto alimentario y metabolismo
3305028,D. UNIT. DIMEGAN D 5/20MG (LORATADINA/FENILEFRINA),D.,No encontrado
3305030,D. UNIT. CETOLAN 7G SOBRE,D.,No encontrado
3305031,D.UNIT. EMSELEX 7.5MG COMP. (DARIFENACINA),D.UNIT.,Falla en Google
3305033,VALMETROL-3 1600 UI C/50 TABLETA COLECALCIFEROL,VALMETROL-3,Tracto alimentario y metabolismo
3305034,TECTA 20 MG TAB 28,TECTA,Tracto alimentario y metabolismo
3305036,HYZAAR 100/25MG COM CAJ C/30,HYZAAR,Sistema cardiovascular
3305037,EBIXA 20MG TAB CAJ C/28,EBIXA,Sistema nervioso
3305038,LASFLIGEN 25/125MCG INHAL 120 DOSIS,LASFLIGEN,Sistema respiratorio
3305039,SOPHIPREN OFT 10MG GTA 5ML,SOPHIPREN,Órganos de los sentidos
3305040,HIGROTON BLOCK(ATENOLOL/CLORTALIDONA) 50/12.5 MG TAB C/28,HIGROTON,Sistema cardiovascular
3305041,DORIXINA TMR 125/25 TAB/14 (CLONIXINATO DE LISINA/TRAMADOL,DORIXINA,Sistema musculoesquelético
3305042,ATEKA (MESALAZINA) 1200 MG TAB C/16,ATEKA,Tracto alimentario y metabolismo
3305043,BRIVIACT 50MG TAB C/28,BRIVIACT,Sistema nervioso
3305044,ESTHIPIA 400 MG TAB CAJ C/7,ESTHIPIA,Antiinfecciosos para uso sistémico
3305045,ALBUMINA HUMANA AL 20% 50ML GRIFOLS,ALBUMINA,Sangre y órganos hematopoyéticos
3305049,ELATEC MPFF 1000MG SUSP SB30,ELATEC,Sistema cardiovascular
3305051,RINOCLENIL SOL NAS FCO 30ML,RINOCLENIL,Sistema respiratorio
3305053,MEPROXIDINA 200MCG/2ML (DEXMEDETOMIDINA),MEPROXIDINA,Sistema nervioso
3305054,OPDIVO 100MG/10ML INY CAJA C/ 1(NIVOLUMAB),OPDIVO,Antineoplásicos e inmunomoduladores
3305056,VIRAZIDE 15GR 7.5%,VIRAZIDE,Antiinfecciosos para uso sistémico
3305060,ATROPISA (ATROPINA) 1MG/1 ML AMPOLLETA,ATROPISA,Tracto alimentario y metabolismo
3305061,BICARNAT 7.5 % 10 ML AMP. PISA 4000279 (BICARBONATO DE SODIO,BICARNAT,Sangre y órganos hematopoyéticos
3305062,AMINOFILIN (AMINOFILINA) 250MG/10ML AMP,AMINOFILIN,Sistema respiratorio
3305065,ADACEL BOOST 0.5ML F A CAJ C/1,ADACEL,Antiinfecciosos para uso sistémico
3305066,VELIAN SOLN. 25 MG/10 ML SOBRE (DEXKETOPROFENO),VELIAN,Sistema musculoesquelético
3305067,ABRAXUS 100MG C/1 (PACLITAXEL),ABRAXUS,Falla en Google
3305072,JARDIANZ TAB 10 MG CAJA C/30 (EMPAGLIFLOZINA),JARDIANZ,Tracto alimentario y metabolismo
3305073,THOREVA 20MG C/ 60 TAB,THOREVA,Sistema cardiovascular
3305074,HISTOFIL 4000 UI C/ 60 TAB,HISTOFIL,Tracto alimentario y metabolismo
3305075,EDARBI CLD 40/12.5 MG C/ 14 TABLETAS,EDARBI,Sistema cardiovascular
3305078,EDARBI CLD 40/12.5 MG TAB FCO C/28,EDARBI,Sistema cardiovascular
3305080,VALMETROL-3 400UI C/50 TAB COLECALCIFEROL (VITAMINA D3),VALMETROL-3,Tracto alimentario y metabolismo
3305081,AYTUGRE NS 50MCG 120 DOSIS INHALA,AYTUGRE,Sistema respiratorio
3305082,METEOPASMYL 60MG/300MG CJA C/20 CAP,METEOPASMYL,Tracto alimentario y metabolismo
3305083,SIFROL ER 3MG TAB MG C/30,SIFROL,Sistema nervioso
3305084,BEROCCA 590.16/125-100MG C/30,BEROCCA,Tracto alimentario y metabolismo
3305085,D. UNIT. REVATIO 20MG TAB (SILDENAFIL),D.,No encontrado
3305086,ZACTOS 15MG TAB CAJA C/28,ZACTOS,Tracto alimentario y metabolismo
3305089,DESCORCHE DE MEDICAMENTO,DESCORCHE,Tracto alimentario y metabolismo
3305090,PERFALGAN (PARACETAMOL)1G SOL INY 100ML AMP,PERFALGAN,No encontrado
3305091,D.UNIT. EDARBI CLD 80/12.5MG TAB (AZILSARTAN/CLORTALIDONA),D.UNIT.,Falla en Google
3305094,AKIRA SPRAY 18G 0.05% 140 NEBULIZACIONES,AKIRA,Sistema respiratorio
3305095,CRESTOR 40MG C/30 TAB (ROSUVASTATINA),CRESTOR,No encontrado
3305097,BIOFILEN 50MG ATELONOL TAB C/28,BIOFILEN,Sistema cardiovascular
3305098,PLENACOR LP CAP 50/20 C/20,PLENACOR,Sistema cardiovascular
3305099,ZEDESEN 400MG C/ 10 CAPS,ZEDESEN,Antiinfecciosos para uso sistémico
3305100,D.UNIT. TOPAMAX 50MG C/20 TAB(TOPIRAMATO),D.UNIT.,Falla en Google
3305102,D. UNIT. ATARAX 10MG (HIDROXIZINA) TAB,D.,No encontrado
3305104,GALVUS MET 50MG/850MG C/30 CPR METFORMINA/VILDAGLIPTINA,GALVUS,Tracto alimentario y metabolismo
3305105,PERFALGAN SOL.IV. 500MG 10MG/ML 50ML PARACETAMOL,PERFALGAN,No encontrado
3305106,EUFLEXXA TA 10MG JGA PRELL 2ML,EUFLEXXA,Sistema musculoesquelético
3305107,TRIMBOW AEROSOL 100/6/12.5 MCG INH C/120 DOSIS,TRIMBOW,Sistema respiratorio
3305108,D. UNIT. DOLO NEUROBION FORTE TAB,D.,No encontrado
3305109,DOLO NEUROBION DC C/3 3ML,DOLO,Tracto alimentario y metabolismo
3305110,FOSFONAT 150MG C/ 1 TAB ACIDO IBANDRONICO,FOSFONAT,Sistema musculoesquelético
3305112,THEALOZ 3% SOL OFTAL FCO 10ML,THEALOZ,Órganos de los sentidos
3305113,ANTINOCIL (MINOCICLINA) 100 MG TAB C/10,ANTINOCIL,Antiinfecciosos para uso sistémico
3305114,CICLOFERON XTRM (ACICLOVIR/LIDOCAINA) 5 G/2 G/100 ML SPRAY SOL 5% 50 ML,CICLOFERON,Antiinfecciosos para uso sistémico
3305115,CICLOFERON XTRM SPR 5GR 50ML,CICLOFERON,Antiinfecciosos para uso sistémico
3305117,TRULICITY 1.5MG/0.5ML C/2 PLM,TRULICITY,Tracto alimentario y metabolismo
3305120,MINOPAC 100MG C/12 TAB (MINOCICLINA),MINOPAC,Antiinfecciosos para uso sistémico
3305121,CIRUELAX JALEA 300MG,CIRUELAX,Tracto alimentario y metabolismo
3305126,HOPE FCO AMP 50MG/2ML NITROPRUSIATO DE SODIO,HOPE,Falla en Google
3305127,LEVIGRIX 2.5 MG/5ML FCO 250ML,LEVIGRIX,Sistema respiratorio
3305128,HYZAAR 50/12.5 C/30,HYZAAR,Sistema cardiovascular
3305129,FILARIN 20MG C/30,FILARIN,Antineoplásicos e inmunomoduladores
3305130,LUNARIUM 100/300MG CAPS C/28,LUNARIUM,Tracto alimentario y metabolismo
3305131,VAQTA 25 U F A 0.5ML C/1 DOSIS,VAQTA,Antiinfecciosos para uso sistémico
3305132,D. UNIT. FIRAC PLUS 125/10 MG TABLETA,D.,No encontrado
3305133,MICTASOL 400/100MG CAJA C/16,MICTASOL,Antiinfecciosos para uso sistémico
3305135,EDARBI CLD 80/12.5 TAB C/28 (AZILSARTAN/CLORTALIDONA),EDARBI,Sistema cardiovascular
3305136,ZAVICEFTA 2G/0.5G FCO CEFTAZIDIMA/AVIBACTAM,ZAVICEFTA,Antiinfecciosos para uso sistémico
3305140,ATOZET (EZETIMIBA/ATORVASTATINA) 10 MG/20 MG TAB C/30,ATOZET,Sistema cardiovascular
3305141,CRYOFLAXOL 500MG AMP (CICLOFOSFAMIDA),CRYOFLAXOL,Falla en Google
3305142,LYRICA SOLUCION 2G/100ML (PREGABALINA),LYRICA,Sistema nervioso
3305143,D. UNIT. SYMBYAX 3/25MG (OLANZAPINA/FLUOXETINA),D.,No encontrado
3305146,SIVEXTRO 200MG TAB CAJ C/6,SIVEXTRO,Antiinfecciosos para uso sistémico
3305147,DUPHALAC JBE 150 ML LACTULOSA,DUPHALAC,No encontrado
3305148,NORPROLAC 25MCG C/9 COMPRIMIDOS QUINAGOLIDA,NORPROLAC,Sistema genitourinario y hormonas sexuales
3305150,FEMARA 2.5 C/30 TBS,FEMARA,No encontrado
3305151,IBRANCE-21 125MG C/21 TAB,IBRANCE-21,No encontrado
3305152,D. UNIT. REDEVANT 4 MG TAB (PITAVASTATINA),D.,No encontrado
3305154,D. UNIT. SINCRONIUM (100MG/40MG/10MG) CAP,D.,No encontrado
3305155,DARDAREN 1MG C/30,DARDAREN,Sistema nervioso
3305157,BANTUAN 37.5MG/325MG FCO C/20 TAB CLORHIDRATO TRAMADOL/PARAC,BANTUAN,Sistema nervioso
3305158,D. UNIT. PEPSANE 3G/4MG GEL ORAL,D.,No encontrado
3305159,"ALMETEC TRI 40MG/5MG/12.5MG (OLMESARTAN,AMLODIPINO,HIDROCLOR",ALMETEC,Sistema cardiovascular
3305162,BUSCAPINA DUO (HIOSCINA/PARACETAMOL) 10 MG/500 MG TAB C/20,BUSCAPINA,No encontrado
3305163,HUMALOG MIX 50 KWIIK PEN 100UI JPRELL CAJ C/1X3 ML,HUMALOG,Tracto alimentario y metabolismo
3305164,CENTRUM SILVER C/60 TABLETAS,CENTRUM,Tracto alimentario y metabolismo
3305165,INNOVAIR NEXTHALER 100/6 UMG POLVO C/120 DOSIS BECLOMETASONA,INNOVAIR,Sistema respiratorio
3305167,FRESEKABI D FRESA 236ML FORMULA ENTERAL,FRESEKABI,Sangre y órganos hematopoyéticos
3305169,D. UNIT. FLUXEDAN 6MG/12MG COMP,D.,No encontrado
3305171,ARFLA 550MG (RIFAXIMINA) C/15 TABLETAS,ARFLA,Tracto alimentario y metabolismo
3305172,"TRIPLIXAM 5MG/1.25MG/5MG PERONDOPRIL ARGININA,INDAPAMINA",TRIPLIXAM,Sistema cardiovascular
3305173,BRISTAFLAM 100MG C/10 COMPRIMIDOS (ACECLOFENACO),BRISTAFLAM,Sistema musculoesquelético
3305174,HALDOL 2MG 30ML GOTAS HALOPERIDOL,HALDOL,Sistema nervioso
3305175,FLUANXOL DEPOT 20MG/1ML IM (FLUPENTIXOL),FLUANXOL,Sistema nervioso
3305178,ELATEC 1000MG C/30 TAB DIOSMINA/HESPERIDINA PURIFICADA MICRO,ELATEC,Sistema cardiovascular
3305179,D. UNIT FOLIVITAL 0.4MG TAB (ACIDO FOLICO),D.,No encontrado
3305180,D.UNIT. FOLIVITAL 4MG TAB (ACIDO FOLICO),D.UNIT.,Falla en Google
3305181,INHEPAR 1000 UI/ML (HEPARINA),INHEPAR,Sangre y órganos hematopoyéticos
3305182,D. UNIT. STALEVO 100/25/200MG TAB,D.,No encontrado
3305183,HEP-TEC (HEPARINA DE SODIO) 10000IU /10ML FCO,HEP-TEC,Sangre y órganos hematopoyéticos
3305185,NATRIXAM 1.5/10 MG COM C/30,NATRIXAM,Sistema cardiovascular
3305186,NYTOL 50MG C/8 TAB,NYTOL,Sistema respiratorio
3305187,ZALDIAR 325/37.5 MG C/50 TAB (PARACETAMOL/TRAMADOL),ZALDIAR,No encontrado
3305188,D. UNIT JANUMET XR 100MG/ 1000MG TAB,D.,No encontrado
3305189,"D. UNIT TRIPLIXAM 5MG/1.25MG/5MG PERONDOPRIL ARGININA,INDAPA",D.,No encontrado
3305190,PRIKUL 75MG C/14 CAPSULAS (PREGABALINA),PRIKUL,Sistema nervioso
3305191,OCREVUS 300MG / 10ML 1 FAM 10ML,OCREVUS,Antineoplásicos e inmunomoduladores
3305192,BACTRIM 40/200MG SUSP 100ML(SULFAMETOXAZOL Y TRIMETOPRIMA),BACTRIM,Antiinfecciosos para uso sistémico
3305193,FLORATIL 200MG C/12 SOBRES (SACCHAROMYCES BOULARDII),FLORATIL,Tracto alimentario y metabolismo
3305194,DENVAR 100MG /5ML CEFIXIMA 50ML,DENVAR,No encontrado
3305196,ALIREN 50MG/3MG/300MG 24CAP AMANTADINA CLORFENAMINA PARACET,ALIREN,Sistema respiratorio
3305198,FESTOMAR 10/10 MG CAP CAJ C/30,FESTOMAR,Sistema respiratorio
3305200,TRELEGY 30 DOSIS 100/62.5/25 MG CAJA PVO C/INHALADOR,TRELEGY,No encontrado
3305201,LUMIGAN RC 0.1%MG GTS FCO C/3ML (BIMATOPROST),LUMIGAN,Órganos de los sentidos
3305203,DOLO NEUROBION C/30 TABLETAS,DOLO,Tracto alimentario y metabolismo
3305206,DOZIMEV (DONEPEZILO) 10MG C/28 TABLETAS,DOZIMEV,Sistema nervioso
3305207,GELATEIN NARANJA 120ML,GELATEIN,Varios
3305208,GELATEIN PONCHE 120ML,GELATEIN,Varios
3305209,D. UNIT. PROCORALAN 7.5MG (IVABRADINA),D.,No encontrado
3305210,INCRESINA DUO 12.5 MG/850MG,INCRESINA,Tracto alimentario y metabolismo
3305212,NETEX SIFI 0.1/0.3% SOL 5ML,NETEX,Órganos de los sentidos
