PROVEEDOR,PEDIDO,FECHA PEDIDO,FECHA ENTREGA,REQUISICION,FECHA SOLICITUD,C. COSTOS,ARTÍCULO,DESCRIPCIÓN,FACTURA,FECHA RECEPCION,CANTIDAD REQUISICION,CANTIDAD SOLICITADA,CANTIDAD RECIBIDA,%
"CENTRO MEDICO FARMACIA, S.A. DE C.V.",312665.0,2019-11-25,2019-11-29,65456.0,2019-11-25,MATERIAL DE CURACION,1901919,#PRONTOSAN SOLUCION 350ML B BRAUN,,,1.0,1.0,0,0.0
"CENTRO MEDICO FARMACIA, S.A. DE C.V.",313160.0,2019-12-02,2019-12-03,65584.0,2019-12-02,MATERIAL DE CURACION,1900896,#FOSFANEMA 133ML AMA 6130,,,8.0,8.0,0,0.0
"CENTRO MEDICO FARMACIA, S.A. DE C.V.",313567.0,2019-12-04,2019-12-05,65579.0,2019-12-02,MEDICAMENTOS,3302778,PRODOLINA 2G AMP 4ML (METAMIZOL SODICO),,,3.0,10.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,287010.0,2019-01-14,2019-01-21,59596.0,2019-01-12,MATERIAL DE CURACION/ENFERMERIA,1902139,#CATETER POWER PICC 3 LUMEN SHERLOCK 4375118,B-17510,2019-01-17,3.0,3.0,2,66.67
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,287639.0,2019-01-21,2019-01-28,59726.0,2019-01-19,MATERIAL DE CURACION/ENFERMERIA,1902139,#CATETER POWER PICC 3 LUMEN SHERLOCK 4375118,,,4.0,4.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,287714.0,2019-01-22,2019-01-29,59793.0,2019-01-22,MATERIAL DE CURACION,1902016,#KIT DE CATETER UNIVERSAL PICC 5FR 2L BARD 8275118,,,8.0,8.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,288212.0,2019-01-28,2019-02-04,59838.0,2019-01-26,MATERIAL DE CURACION,1902016,#KIT DE CATETER UNIVERSAL PICC 5FR 2L BARD 8275118,,,10.0,10.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,288891.0,2019-02-05,2019-02-12,59994.0,2019-02-05,MATERIAL DE CURACION,1902016,#KIT DE CATETER UNIVERSAL PICC 5FR 2L BARD 8275118,,,10.0,10.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,289421.0,2019-02-11,2019-02-18,60105.0,2019-02-09,MATERIAL DE CURACION,1902016,#KIT DE CATETER UNIVERSAL PICC 5FR 2L BARD 8275118,,,10.0,10.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,290068.0,2019-02-18,2019-02-25,60226.0,2019-02-16,MATERIAL DE CURACION,1902016,#KIT DE CATETER UNIVERSAL PICC 5FR 2L BARD 8275118,,,10.0,10.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,290643.0,2019-02-25,2019-03-04,60363.0,2019-02-23,MATERIAL DE CURACION,1902016,#KIT DE CATETER UNIVERSAL PICC 5FR 2L BARD 8275118,B-17271,2019-03-01,5.0,5.0,2,40.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,291250.0,2019-03-04,2019-03-11,60516.0,2019-03-04,MATERIAL DE CURACION,1902016,#KIT DE CATETER UNIVERSAL PICC 5FR 2L BARD 8275118,,,7.0,7.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,291855.0,2019-03-12,2019-03-18,60655.0,2019-03-11,MATERIAL DE CURACION,1902016,#KIT DE CATETER UNIVERSAL PICC 5FR 2L BARD 8275118,,,5.0,5.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,292361.0,2019-03-19,2019-03-26,60788.0,2019-03-19,MATERIAL DE CURACION,1902016,#KIT DE CATETER UNIVERSAL PICC 5FR 2L BARD 8275118,,,10.0,10.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,292362.0,2019-03-19,2019-03-26,60788.0,2019-03-19,MATERIAL DE CURACION/ENFERMERIA,1902097,#CATETER POWER PICC SHERLOCK 4275118,,,3.0,3.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,294720.0,2019-04-15,2019-04-19,61304.0,2019-04-15,MATERIAL DE CURACION/ENFERMERIA,1902139,#CATETER POWER PICC 3 LUMEN SHERLOCK 4375118,,,4.0,4.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,295134.0,2019-04-22,2019-04-26,0.0,,MATERIAL DE CURACION/ENFERMERIA,1902139,#CATETER POWER PICC 3 LUMEN SHERLOCK 4375118,,,0.0,8.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,295134.0,2019-04-22,2019-04-26,0.0,,MATERIAL DE CURACION/ENFERMERIA,1902097,#CATETER POWER PICC SHERLOCK 4275118,,,0.0,3.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,304266.0,2019-08-19,2019-08-23,63508.0,2019-08-19,MATERIAL DE CURACION,1902016,#KIT DE CATETER UNIVERSAL PICC 5FR 2L BARD 8275118,,,6.0,6.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,304267.0,2019-08-19,2019-08-23,63508.0,2019-08-19,MATERIAL DE CURACION/ENFERMERIA,1902139,#CATETER POWER PICC 3 LUMEN SHERLOCK 4375118,,,9.0,10.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,304267.0,2019-08-19,2019-08-23,63508.0,2019-08-19,MATERIAL DE CURACION/ENFERMERIA,1902097,#CATETER POWER PICC SHERLOCK 4275118,,,2.0,2.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,306686.0,2019-09-17,2019-09-20,64032.0,2019-09-17,MATERIAL DE CURACION,1902056,#AGUJA GRIPER 20G X 20MM 2205220 BARD,,,5.0,5.0,0,0.0
CIRUGIA Y ESTERILIZACION INTEGRAL MEXICANA SA DE CV,307204.0,2019-09-23,2019-09-27,64127.0,2019-09-23,MATERIAL DE CURACION,1902056,#AGUJA GRIPER 20G X 20MM 2205220 BARD,,,6.0,6.0,0,0.0
"COMERCIALIZADORA SANCHEZ RICO, S.A. DE C.V.",301911.0,2019-07-19,2019-07-26,62986.0,2019-07-19,MATERIAL DE CURACION,1901030,#MEDIVAC 1500 CC,,,50.0,50.0,0,0.0
"COMERCIALIZADORA SANCHEZ RICO, S.A. DE C.V.",303149.0,2019-08-05,2019-08-09,63250.0,2019-08-05,MATERIAL DE CURACION,1901030,#MEDIVAC 1500 CC,,,50.0,50.0,0,0.0
"COMERCIALIZADORA SANCHEZ RICO, S.A. DE C.V.",312015.0,2019-11-19,2019-11-23,65331.0,2019-11-19,MATERIAL DE CURACION,1901030,#MEDIVAC 1500 CC,,,50.0,50.0,0,0.0
"COMERCIALIZADORA SANCHEZ RICO, S.A. DE C.V.",313382.0,2019-12-02,2019-12-06,65591.0,2019-12-02,MATERIAL DE CURACION,1901030,#MEDIVAC 1500 CC,,,50.0,50.0,0,0.0
"COMERCIALIZADORA SANCHEZ RICO, S.A. DE C.V.",313704.0,2019-12-06,2019-12-09,0.0,,MATERIAL DE CURACION,1901030,#MEDIVAC 1500 CC,,,0.0,100.0,0,0.0
"COMERCIALIZADORA SANCHEZ RICO, S.A. DE C.V.",313704.0,2019-12-06,2019-12-09,0.0,,MATERIAL DE CURACION,13505016,#YANKAWER DESECHABLE SIN CONTROL 8888505024,,,0.0,50.0,0,0.0
"COMERCIALIZADORA SANCHEZ RICO, S.A. DE C.V.",313705.0,2019-12-06,2019-12-20,65699.0,2019-12-06,MATERIAL DE CURACION,1901030,#MEDIVAC 1500 CC,,,100.0,100.0,0,0.0
"COMERCIALIZADORA SANCHEZ RICO, S.A. DE C.V.",313706.0,2019-12-06,2019-12-13,65698.0,2019-12-06,MATERIAL DE CURACION,1901030,#MEDIVAC 1500 CC,,,100.0,100.0,0,0.0
"COMERCIALIZADORA SANCHEZ RICO, S.A. DE C.V.",313707.0,2019-12-06,2020-01-03,65700.0,2019-12-06,MATERIAL DE CURACION,1901030,#MEDIVAC 1500 CC,,,100.0,100.0,0,0.0
"COMERCIALIZADORA TYNOR MEXICO, S.A. DE C.V.",288733.0,2019-02-05,2019-02-12,59986.0,2019-02-05,ORTOPEDIA,3100204,#BOTA WALKER (G) TYNOR D32,,,2.0,2.0,0,0.0
"COMERCIALIZADORA TYNOR MEXICO, S.A. DE C.V.",289359.0,2019-02-11,2019-02-18,60101.0,2019-02-09,ORTOPEDIA,3100204,#BOTA WALKER (G) TYNOR D32,,,2.0,2.0,0,0.0
"COMERCIALIZADORA TYNOR MEXICO, S.A. DE C.V.",289938.0,2019-02-18,2019-02-25,60223.0,2019-02-16,ORTOPEDIA,3100204,#BOTA WALKER (G) TYNOR D32,,,3.0,3.0,0,0.0
"COMERCIALIZADORA TYNOR MEXICO, S.A. DE C.V.",299372.0,2019-06-17,2019-06-21,62357.0,2019-06-17,ORTOPEDIA,3100099,#BASTON 1 APOYO,,,2.0,2.0,0,0.0
"COMERCIALIZADORA TYNOR MEXICO, S.A. DE C.V.",299372.0,2019-06-17,2019-06-21,62357.0,2019-06-17,ORTOPEDIA,3100202,#BOTA WALKER (CH) TYNOR D32,,,1.0,1.0,0,0.0
"COMERCIALIZADORA TYNOR MEXICO, S.A. DE C.V.",299372.0,2019-06-17,2019-06-21,62357.0,2019-06-17,ORTOPEDIA,3100203,#BOTA WALKER (M) D32,,,1.0,1.0,0,0.0
"COMERCIALIZADORA TYNOR MEXICO, S.A. DE C.V.",299860.0,2019-06-24,2019-06-28,62479.0,2019-06-24,ORTOPEDIA,3100099,#BASTON 1 APOYO,,,3.0,3.0,0,0.0
"COMERCIALIZADORA TYNOR MEXICO, S.A. DE C.V.",299860.0,2019-06-24,2019-06-28,62479.0,2019-06-24,ORTOPEDIA,3100207,#FAJA SACROLUMBAR SENCILLA XL TYNOR A-08,,,2.0,2.0,0,0.0
"COMERCIALIZADORA TYNOR MEXICO, S.A. DE C.V.",300999.0,2019-07-08,2019-07-12,62739.0,2019-07-08,ORTOPEDIA,3100239,#FAJA SACROLUMBAR SENCILLA XXG TYNOR A-08,,,2.0,2.0,0,0.0
"COMERCIALIZADORA TYNOR MEXICO, S.A. DE C.V.",303129.0,2019-08-05,2019-08-09,63245.0,2019-08-05,ORTOPEDIA,3100202,#BOTA WALKER (CH) TYNOR D32,,,2.0,1.0,0,0.0
"COMERCIALIZADORA TYNOR MEXICO, S.A. DE C.V.",303129.0,2019-08-05,2019-08-09,63245.0,2019-08-05,ORTOPEDIA,3100239,#FAJA SACROLUMBAR SENCILLA XXG TYNOR A-08,,,2.0,2.0,0,0.0
CONTROLADORA DE FARMACIAS S.A.P.I. DE CV (GRUPO FARMATODO),299637.0,2019-06-21,2019-06-24,62450.0,2019-06-21,MEDICAMENTOS,3300161,ARBISTIN ADULTO (CARBOCISTEINA) 375 MG/5 ML JARABE 150 ML,,,1.0,1.0,0,0.0
"DISMEDHE, S.A. DE C.V.",314883.0,2019-12-19,2019-12-20,0.0,,MEDICAMENTOS,1000187,GI ONDANSETRON 4MG/2ML AMP,,,0.0,10.0,0,0.0
"DISTRIBUCION ESPECIALIZADA DE MEDICAMENTOS, S.A. DE C.V. (DEMSA)",288524.0,2019-01-31,2019-02-04,59947.0,2019-01-31,MEDICAMENTOS,3300747,KLARICID I.V. 500MG AMP (CLARITROMICINA),,,15.0,15.0,0,0.0
"DISTRIBUCION ESPECIALIZADA DE MEDICAMENTOS, S.A. DE C.V. (DEMSA)",288526.0,2019-01-31,2019-02-04,59947.0,2019-01-31,MEDICAMENTOS,3305000,PRECEDEX 200MCG FCO AMP 50ML (DEXMEDETOMIDINE),,,20.0,20.0,0,0.0
"DISTRIBUCION ESPECIALIZADA DE MEDICAMENTOS, S.A. DE C.V. (DEMSA)",297121.0,2019-05-20,2019-05-22,61813.0,2019-05-17,MEDICAMENTOS,3600209,PRECEDEX 400MCG FCO AMP 100ML (DEXMEDETOMIDINA),,,30.0,30.0,0,0.0
"DISTRIBUCION ESPECIALIZADA DE MEDICAMENTOS, S.A. DE C.V. (DEMSA)",299562.0,2019-06-20,2019-06-24,62430.0,2019-06-20,MEDICAMENTOS,3600088,LIBERTRIM 50MG/5ML AMP (TRIMEBUTINA),,,300.0,300.0,0,0.0
"DISTRIBUCION ESPECIALIZADA DE MEDICAMENTOS, S.A. DE C.V. (DEMSA)",305376.0,2019-09-02,2019-09-03,0.0,,MEDICAMENTOS,3305053,GI DEXMEDETOMIDINA 200MCG/2ML,,,0.0,62.0,0,0.0
"DISTRIBUCION ESPECIALIZADA DE MEDICAMENTOS, S.A. DE C.V. (DEMSA)",305783.0,2019-09-06,2019-09-09,0.0,,MEDICAMENTOS,3305053,GI DEXMEDETOMIDINA 200MCG/2ML,,,0.0,65.0,0,0.0
"DISTRIBUCION W, S.A. DE C.V.",304702.0,2019-08-26,2019-08-27,0.0,,MEDICAMENTOS,1000124,GI DEXAMETASONA 8MG/2ML AMP,,,0.0,21.0,0,0.0
"DISTRIBUCION W, S.A. DE C.V.",314885.0,2019-12-19,2019-12-20,0.0,,MEDICAMENTOS,1000193,GI BUTILHIOSCINA/METAMIZOL 20MG/2.5G/5ML AMP,,,0.0,15.0,0,0.0
"DISTRIBUCION W, S.A. DE C.V.",314885.0,2019-12-19,2019-12-20,0.0,,MEDICAMENTOS,1000063,GI CEFTRIAXONA IV 1G/10ML FAM,,,0.0,50.0,0,0.0
"DISTRIBUIDORA DE EQUIPO MEDICO ESPECIALIZADO, S.A. DE C.V. (DEMESA)",294182.0,2019-04-08,2019-04-12,61169.0,2019-04-08,MATERIAL DE CURACION,1900783,#SONDA FOLEY SILIC 16FR G30 3V ( 033016-CE ) FORTUNE MEDICAL,,,10.0,10.0,0,0.0
"DISTRIBUIDORA DE EQUIPO MEDICO ESPECIALIZADO, S.A. DE C.V. (DEMESA)",294723.0,2019-04-15,2019-04-19,0.0,,MATERIAL DE CURACION,1900223,#SONDA FOLEY SILIC 18FR G5 2V 14218 COOCK,,,0.0,3.0,0,0.0
"DISTRIBUIDORA DE EQUIPO MEDICO ESPECIALIZADO, S.A. DE C.V. (DEMESA)",295133.0,2019-04-22,2019-04-26,0.0,,MATERIAL DE CURACION,1900783,#SONDA FOLEY SILIC 16FR G30 3V ( 033016-CE ) FORTUNE MEDICAL,,,0.0,10.0,0,0.0
"DISTRIBUIDORA DE EQUIPO MEDICO ESPECIALIZADO, S.A. DE C.V. (DEMESA)",298233.0,2019-06-03,2019-06-07,62103.0,2019-06-03,MATERIAL DE CURACION,1900783,#SONDA FOLEY SILIC 16FR G30 3V ( 033016-CE ) FORTUNE MEDICAL,,,5.0,5.0,0,0.0
"DISTRIBUIDORA DE EQUIPO MEDICO ESPECIALIZADO, S.A. DE C.V. (DEMESA)",298233.0,2019-06-03,2019-06-07,62103.0,2019-06-03,MATERIAL DE CURACION,1900848,#SONDA FOLEY SILIC 18FR G30 3V 34318,,,6.0,6.0,0,0.0
"DISTRIBUIDORA LUCEMA, S.A. DE C.V.",304701.0,2019-08-26,2019-08-27,0.0,,MEDICAMENTOS,1000161,GI CLINDAMICINA 300MG/2ML AMP,,,0.0,12.0,0,0.0
"DISTRIBUIDORA LUCEMA, S.A. DE C.V.",304701.0,2019-08-26,2019-08-27,0.0,,MEDICAMENTOS,1000042,GI CLINDAMICINA 600MG/4ML AMP,,,0.0,15.0,0,0.0
"DISTRIBUIDORA LUCEMA, S.A. DE C.V.",304701.0,2019-08-26,2019-08-27,0.0,,MEDICAMENTOS,1000219,GI INSULINA HUMANA NPH INTERMEDIA 100 UI/ML FAM 10 ML,,,0.0,1.0,0,0.0
"DISTRIBUIDORA LUCEMA, S.A. DE C.V.",304701.0,2019-08-26,2019-08-27,0.0,,MEDICAMENTOS,1000077,GI KETOROLACO 30MG/ML AMP,,,0.0,30.0,0,0.0
"DISTRIBUIDORA LUCEMA, S.A. DE C.V.",304701.0,2019-08-26,2019-08-27,0.0,,MEDICAMENTOS,1000060,GI OMEPRAZOL 40MG/10ML AMP,,,0.0,104.0,0,0.0
"DISTRIBUIDORA LUCEMA, S.A. DE C.V.",304701.0,2019-08-26,2019-08-27,0.0,,MEDICAMENTOS,1000209,GI TRAMADOL 100MG/2ML AMP,,,0.0,50.0,0,0.0
"DISTRIBUIDORA LUCEMA, S.A. DE C.V.",314884.0,2019-12-19,2019-12-20,0.0,,MEDICAMENTOS,1000045,GI AMIKACINA 100MG/2ML AMP,,,0.0,8.0,0,0.0
"DISTRIBUIDORA LUCEMA, S.A. DE C.V.",314884.0,2019-12-19,2019-12-20,0.0,,MEDICAMENTOS,1000046,GI AMIKACINA 500MG/2ML AMP,,,0.0,10.0,0,0.0
"DISTRIBUIDORA LUCEMA, S.A. DE C.V.",314884.0,2019-12-19,2019-12-20,0.0,,MEDICAMENTOS,1000204,GI BUTILHIOSCINA 20MG/ML AMP,,,0.0,24.0,0,0.0
"DISTRIBUIDORA LUCEMA, S.A. DE C.V.",314884.0,2019-12-19,2019-12-20,0.0,,MEDICAMENTOS,1000056,GI HIDROCORTISONA 100MG/2ML FAM,,,0.0,50.0,0,0.0
"DISTRIBUIDORA LUCEMA, S.A. DE C.V.",314884.0,2019-12-19,2019-12-20,0.0,,MEDICAMENTOS,1000220,GI INSULINA HUMANA R 100UI/ML FAM 10ML,,,0.0,8.0,0,0.0
"DISTRIBUIDORA LUCEMA, S.A. DE C.V.",314884.0,2019-12-19,2019-12-20,0.0,,MEDICAMENTOS,1000210,GI ONDANSETRON 8MG/4ML AMP,,,0.0,24.0,0,0.0
DISTRIBUIDORA MEDICA ANTENA S.A DE C.V.,290705.0,2019-02-25,2019-03-04,60373.0,2019-02-25,MEDICAMENTOS,3304397,LABETALOL HIDROCHLORIDE INYEC. 100 MG/20 ML.,,,1.0,1.0,0,0.0
DISTRIBUIDORA MEDICA ANTENA S.A DE C.V.,293577.0,2019-04-01,2019-04-03,0.0,,MEDICAMENTOS,3600022,ACETILCISTEINA 10% FCO 30ML,,,0.0,3.0,0,0.0
DISTRIBUIDORA MEDICA ANTENA S.A DE C.V.,293577.0,2019-04-01,2019-04-03,0.0,,MEDICAMENTOS,3301877,DIFENHIDRAMINA 50MG AMP 1ML,,,0.0,25.0,0,0.0
DISTRIBUIDORA MEDICA ANTENA S.A DE C.V.,293577.0,2019-04-01,2019-04-03,0.0,,MEDICAMENTOS,3600158,EPINEFRINA RACEMICA X SOBRE 0.5ML 2.25PORCIENTO,,,0.0,30.0,0,0.0
DISTRIBUIDORA MEDICA ANTENA S.A DE C.V.,311003.0,2019-11-07,2019-11-08,0.0,,MEDICAMENTOS,3600204,ACIDO TRANEXAMICO 1000MG/10ML AMP,,,0.0,2.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286156.0,2019-01-02,2019-01-04,59424.0,2019-01-02,MEDICAMENTOS,1000341,GI KETOPROFENO IV 100MG FAM,,,15.0,15.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286205.0,2019-01-03,2019-01-07,59442.0,2019-01-03,MEDICAMENTOS,1000099,GI HIDROCORTISONA 500MG/5ML FAM,A-27934,2019-01-03,7.0,7.0,3,42.86
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286205.0,2019-01-03,2019-01-07,59442.0,2019-01-03,MEDICAMENTOS,1000099,GI HIDROCORTISONA 500MG/5ML FAM,A-27975,2019-01-04,7.0,7.0,4,57.14
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286205.0,2019-01-03,2019-01-07,59442.0,2019-01-03,MEDICAMENTOS,1000341,GI KETOPROFENO IV 100MG FAM,,,20.0,20.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286265.0,2019-01-04,2019-01-07,59452.0,2019-01-04,MEDICAMENTOS,4200011,SMOF KABIVEN 1100KCAL CENTRAL (TRICAMARA NUTRCION PARENTERAL,,,8.0,8.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286270.0,2019-01-04,2019-01-07,59456.0,2019-01-04,MEDICAMENTOS,3305053,GI DEXMEDETOMIDINA 200MCG/2ML,A-27973,2019-01-04,30.0,30.0,25,83.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286430.0,2019-01-07,2019-01-10,59497.0,2019-01-07,MEDICAMENTOS,1000312,GI LOSARTAN 50MG TAB C/30,,,1.0,1.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286462.0,2019-01-07,2019-01-14,59491.0,2019-01-07,MEDICAMENTOS,4200011,SMOF KABIVEN 1100KCAL CENTRAL (TRICAMARA NUTRCION PARENTERAL,,,12.0,12.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286468.0,2019-01-07,2019-01-09,59494.0,2019-01-07,MEDICAMENTOS,1000341,GI KETOPROFENO IV 100MG FAM,,,30.0,30.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286478.0,2019-01-07,2019-01-14,59465.0,2019-01-05,MATERIAL DE CURACION,2000003,#JERINGA DESECHABLE 5ML C/A M.C.,,,200.0,200.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286478.0,2019-01-07,2019-01-14,59465.0,2019-01-05,MATERIAL DE CURACION,2000001,#JERINGA DESECHABLE 1ML C/A BD,,,100.0,100.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286486.0,2019-01-07,2019-01-14,59466.0,2019-01-05,MATERIAL DE CURACION,1900648,#ELECTRODO 3M DE DIAG EKG C/100 PIEZAS,A-28025,2019-01-09,40.0,40.0,13,32.5
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286486.0,2019-01-07,2019-01-14,59466.0,2019-01-05,MATERIAL DE CURACION,1900648,#ELECTRODO 3M DE DIAG EKG C/100 PIEZAS,A-28130,2019-01-11,40.0,40.0,27,67.5
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286488.0,2019-01-07,2019-01-14,59466.0,2019-01-05,MATERIAL DE CURACION/ENFERMERIA,1902128,#INSYTE 20GA 1.3MM X 30MM 17-381034 ROSA AUTOGARD,,,250.0,250.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286781.0,2019-01-09,2019-01-11,59545.0,2019-01-09,MEDICAMENTOS,3600129,PRECEDEX 200MCG/2ML AMP. (DEXMEDETOMIDINE),A-28066,2019-01-10,20.0,20.0,10,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286781.0,2019-01-09,2019-01-11,59545.0,2019-01-09,MEDICAMENTOS,3600129,PRECEDEX 200MCG/2ML AMP. (DEXMEDETOMIDINE),A-28109,2019-01-10,20.0,20.0,10,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286789.0,2019-01-09,2019-01-11,59555.0,2019-01-09,MEDICAMENTOS,4200005,SMOF KABIVEN 1600KCAL CENTRAL (TRICAMARA NUCRION PARENTERAL),A-28067,2019-01-10,4.0,4.0,1,25.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286822.0,2019-01-10,2019-01-14,59564.0,2019-01-10,MEDICAMENTOS,4200005,SMOF KABIVEN 1600KCAL CENTRAL (TRICAMARA NUCRION PARENTERAL),,,3.0,3.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286854.0,2019-01-11,2019-01-18,59578.0,2019-01-11,MEDICAMENTOS,3302715,ESPACIL COMPUESTO 100/20MG AMP (LISINA/HIOSCINA),A-28141,2019-01-11,42.0,42.0,12,28.57
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286854.0,2019-01-11,2019-01-18,59578.0,2019-01-11,MEDICAMENTOS,3302715,ESPACIL COMPUESTO 100/20MG AMP (LISINA/HIOSCINA),A-28165,2019-01-14,42.0,42.0,30,71.43
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286856.0,2019-01-11,2019-01-15,59581.0,2019-01-11,MEDICAMENTOS,4200011,SMOF KABIVEN 1100KCAL CENTRAL (TRICAMARA NUTRCION PARENTERAL,,,4.0,4.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286856.0,2019-01-11,2019-01-15,59581.0,2019-01-11,MEDICAMENTOS,4200005,SMOF KABIVEN 1600KCAL CENTRAL (TRICAMARA NUCRION PARENTERAL),,,9.0,9.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286858.0,2019-01-11,2019-01-15,59583.0,2019-01-11,MEDICAMENTOS,1000341,GI KETOPROFENO IV 100MG FAM,,,30.0,30.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286917.0,2019-01-14,2019-01-17,59620.0,2019-01-14,MEDICAMENTOS,1000299,GI AZITROMICINA 500MG TAB C/3,A-28178,2019-01-14,3.0,3.0,1,33.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286917.0,2019-01-14,2019-01-17,59620.0,2019-01-14,MEDICAMENTOS,1000299,GI AZITROMICINA 500MG TAB C/3,A-28227,2019-01-15,3.0,3.0,2,66.67
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286918.0,2019-01-14,2019-01-17,59620.0,2019-01-14,MEDICAMENTOS,1000312,GI LOSARTAN 50MG TAB C/30,A-28180,2019-01-14,2.0,2.0,1,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286918.0,2019-01-14,2019-01-17,59620.0,2019-01-14,MEDICAMENTOS,1000312,GI LOSARTAN 50MG TAB C/30,A-28229,2019-01-15,2.0,2.0,1,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286922.0,2019-01-14,2019-01-17,59615.0,2019-01-14,MEDICAMENTOS,1000341,GI KETOPROFENO IV 100MG FAM,,,30.0,30.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286928.0,2019-01-14,2019-01-21,59612.0,2019-01-14,MEDICAMENTOS,4200011,SMOF KABIVEN 1100KCAL CENTRAL (TRICAMARA NUTRCION PARENTERAL,,,10.0,10.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286928.0,2019-01-14,2019-01-21,59612.0,2019-01-14,MEDICAMENTOS,4200005,SMOF KABIVEN 1600KCAL CENTRAL (TRICAMARA NUCRION PARENTERAL),,,10.0,10.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286976.0,2019-01-14,2019-01-21,59596.0,2019-01-12,MATERIAL DE CURACION,1901087,#BOLSA P/BOMBA APPLIX A GRAVEDAD 7902131,A-28244,2019-01-17,30.0,30.0,15,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286976.0,2019-01-14,2019-01-21,59596.0,2019-01-12,MATERIAL DE CURACION,1901087,#BOLSA P/BOMBA APPLIX A GRAVEDAD 7902131,A-28412,2019-01-23,30.0,30.0,15,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,286978.0,2019-01-14,2019-01-21,59596.0,2019-01-12,MATERIAL DE CURACION/ENFERMERIA,1902082,#KIT P/VENOPUNCION ADULTO SOLUPREP 06-KCOC-7,A-28216,2019-01-17,300.0,300.0,189,63.0
